BI00B1200    7504T220927    202210207340-9316-0W             J/B ASS'Y                CCN000000100000000100FN00000000020221001000000100NNED0120220928122525    4J0J  0000000100000053400000072371200    YCYC    005400370024
BI00B1200    #7360T52A03    202211177289-2915-30             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020221201000001500NNM   20220928140926    2N0N  0000015000000096450000109151200    YCYC    005400370024
BI00B1200    #7360T52A01    202211037289-2916-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020221201000001000NNM   20220928140926    2N0N  0000010000000085700000108401200    YCYC    005400370024
BI00B1200    #7360T52A01    202211037289-2917-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020221201000001000NNM   20220928140926    2N0N  0000010000000096400000109101200    YCYC    005400370024
BI00B1200    #7360T52A01    202211037289-2918-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020221201000001000NNM   20220928140926    2N0N  0000010000000101800000114501200    YCYC    005400370024
BI00B1200    #7360T52A02    202211107289-2918-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020221201000001000NNM   20220928140926    2N0N  0000010000000101800000114501200    YCYC    005400370024
BI00B1200    #7360T52A03    202211177289-2918-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020221201000001000NNM   20220928140926    2N0N  0000010000000101800000114501200    YCYC    005400370024
BI00B1200    #7360T52A01    202211037289-2919-30             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020221201000001500NNM   20220928140926    2N0N  0000015000000090750000103451200    YCYC    005400370024
BI00B1200    #7360T52A02    202211107289-2919-30             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020221201000001500NNM   20220928140926    2N0N  0000015000000090750000103451200    YCYC    005400370024
BI00B1200    #7360T52A01    202211037289-3622-30             HOUSING FEMALE ASS'Y     CCN000001296000001296FN00000000020221201000001296NNM   20220928140926    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #7360T52A02    202211107289-3622-30             HOUSING FEMALE ASS'Y     CCN000000864000000864FN00000000020221201000000864NNM   20220928140926    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #7360T52A03    202211177289-3622-30             HOUSING FEMALE ASS'Y     CCN000000864000000864FN00000000020221201000000864NNM   20220928140926    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    7860T52A01     202211037158-3022-80             RUBBER STOPPER           CCN000015000000015000FN00000000020221201000015000NNM   20220928141129    1C0C  0000050000000046750000052401200    YCYC    002700430014
BI00B1200    7860T52A03     202211177158-3022-80             RUBBER STOPPER           CCN000010000000010000FN00000000020221201000010000NNM   20220928141129    1C0C  0000050000000046750000052401200    YCYC    002700430014
BI00B1200    7860T52A03     202211177288-3338-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141129    4N0N  0000015000000086610000101201200    YCYC    005400370024
BI00B1200    #7860T52A01    202211037172-5632-10             DUMMY PLUG               CCN000020000000020000FN00000000020221201000020000NNM   20220928141127    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T52A02    202211107172-5632-10             DUMMY PLUG               CCN000020000000020000FN00000000020221201000020000NNM   20220928141127    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T52A03    202211177172-5632-10             DUMMY PLUG               CCN000020000000020000FN00000000020221201000020000NNM   20220928141127    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T52A04    202211247172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020221201000040000NNM   20220928141127    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T52A01    202211037189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020221201000002400NNM   20220928141127    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T52A02    202211107189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020221201000002400NNM   20220928141127    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T52A03    202211177189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020221201000002400NNM   20220928141127    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T52A04    202211247189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020221201000002400NNM   20220928141127    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    8100T52A01     202211037196-1103-02             TERMINAL                 CCN000022500000022500FN00000000020221201000022500NNM   20220928141245    4P0P  0000225000000042980000071501200    YCYC    006400630015
BI00B1200    8100T52A02     202211107196-1103-02             TERMINAL                 CCN000022500000022500FN00000000020221201000022500NNM   20220928141245    4P0P  0000225000000042980000071501200    YCYC    006400630015
BI00B1200    #8100T52A01    202211037154-5597-30             CASSETTE R/B             CCN000001600000001600FN00000000020221201000001600NNM   20220928141231    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    #8100T52A02    202211107154-5597-30             CASSETTE R/B             CCN000001600000001600FN00000000020221201000001600NNM   20220928141231    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    #8100T52A01    202211037172-5629-80             RUBBER STOPPER           CCN000020000000020000FN00000000020221201000020000NNM   20220928141231    2H0H  0000200000000006000000011111200    YCYC    004300270014
BI00B1200    #8100T52A02    202211107172-5629-80             RUBBER STOPPER           CCN000020000000020000FN00000000020221201000020000NNM   20220928141231    2H0H  0000200000000006000000011111200    YCYC    004300270014
BI00B1200    #8100T52A01    202211037172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020221201000040000NNM   20220928141231    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #8100T52A02    202211107172-5632-10             DUMMY PLUG               CCN000020000000020000FN00000000020221201000020000NNM   20220928141231    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    8100T52A03     202211037288-3331-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141416    4N0N  0000015000000086600000101091200    YCYC    005400370024
BI00B1200    8100T52A03     202211037288-3333-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141416    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    8100T52A03     202211037288-3334-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141416    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    8100T52A03     202211037288-3335-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141416    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    8100T52A03     202211037288-3338-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141416    4N0N  0000015000000086610000101201200    YCYC    005400370024
BI00B1200    8100T52A03     202211037288-3340-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141416    4N0N  0000015000000086150000100641200    YCYC    005400370024
BI00B1200    8100T52A03     202211037289-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220928141416    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    #8100T52A03    202211037189-2978-30             HOUSING FEMALE           CCN000001500000001500FN00000000020221201000001500NNM   20220928141313    2F0F  0000015000000096690000109691200    YCYC    005400370024
BI00B1200    #8100T52A03    202211037189-3033                HOUSING FEMALE           CCN000001600000001600FN00000000020221201000001600NNM   20220928141313    2F0F  0000016000000121120000143121200    YCYC    005500360039
BI00B1200    8100T52A04     202211177288-3334-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141456    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    8100T52A04     202211177288-3339-30             HOUSING MALE             CCN000001500000001500FN00000000020221201000001500NNM   20220928141456    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    8100T52A04     202211177289-3342                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220928141456    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    8100T52A04     202211177289-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220928141456    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    8100T52A04     202211177289-6547                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220928141456    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    8100T52A04     202211177388-2978-30             HOUSING MALE ASS'Y       CCN000000480000000480FN00000000020221201000000480NNM   20220928141456    1N0N  0000004800000074200000112201200    YCYC    005500360039
BI00B1200    #8100T52A04    202211177189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020221201000002400NNM   20220928141450    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #8100T52A04    202211177289-3622-30             HOUSING FEMALE ASS'Y     CCN000000432000000432FN00000000020221201000000432NNM   20220928141450    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    8100T52A05     202211247289-3342-90             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220928141549    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    8100T52A05     202211247388-2978-30             HOUSING MALE ASS'Y       CCN000000480000000480FN00000000020221201000000480NNM   20220928141549    1N0N  0000004800000074200000112201200    YCYC    005500360039
BI00B1200    #8100T52A05    202211247289-3622-30             HOUSING FEMALE ASS'Y     CCN000000432000000432FN00000000020221201000000432NNM   20220928141548    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6832-60             MAIN FUSE                CCN000000600000000600FN00000000020221201000000600NNM   20220928141725    4N0N  0000006000000072920000093071200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6870-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N0N  0000002880000101520000118111200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6874-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N0N  0000002880000099140000115731200    YCYC    005400370024
BI00B1200    8100T52A07     202211107327-6874-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N0N  0000002880000099140000115731200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6880-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N0N  0000002880000101260000117851200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6937-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N0N  0000002880000101360000117951200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6939-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N00  0000002880000099220000115811200    YCYC    005400370024
BI00B1200    8100T52A06     202211037327-6941-30             MULTI FUSE               CCN000000288000000288FN00000000020221201000000288NNM   20220928141725    4N00  0000002880000101440000118031200    YCYC    005400370024
BI00B1200    #8100T52A06    202211037298-2457-90             LIF FEMALE ASSEMBLY      CCN000000336000000336FN00000000020221201000000336NNM   20220928141724    2N0N  0000001680000053330000072891200    YCYC    005400370024
BI00B1200    8100T52A08     202211037289-9553-30             SEALED ASSY FEMALE       CCN000002940000002940FN00000000020221201000002940NNM   20220928141815    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    8100T52A08     202211037289-9553-50             SEALED ASSY FEMALE       CCN000002940000002940FN00000000020221201000002940NNM   20220928141815    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    #8100T52A09    202211037174-1760-50             CAP                      CCN000003000000003000FN00000000020221201000003000NNM   20220928141929    2F0F  0000030000000081360000092261200    YCYC    005400370024
BI00B1200    #8100T52A10    202211107174-1760-50             CAP                      CCN000003000000003000FN00000000020221201000003000NNM   20220928141955    2F0F  0000030000000081360000092261200    YCYC    005400370024
BI00B1200    #8100T52A11    202211177174-1760-50             CAP                      CCN000003000000003000FN00000000020221201000003000NNM   20220928142027    2F0F  0000030000000081360000092261200    YCYC    005400370024
BI00B1200    8750T52A02     202211037288-3340-30             HOUSING MALE             CCN000003000000003000FN00000000020221201000003000NNM   20220928142124    4N0N  0000015000000086150000100641200    YCYC    005400370024
BI00B1200    8750T52A02     202211037289-3342                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220928142124    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    #8750T52A02    202211037189-3031-30             HOUSING FEMALE           CCN000004800000004800FN00000000020221201000004800NNM   20220928142122    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B32AF    JTB2104        202209307114-4020                TERMINAL                 CCN000084000000084000FN00000000020221001000084000NNM00020220928122525    4P0P  00002100000000875700001169332AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202210177283-5830                CONNECTOR                CCN000006000000006000FN00000000020221101000006000NNMD0020220928122525    1N47  00000600000000954000001104032AF    HBYHVTB 005500360039
BI00B32AF    JTB2114        202210177283-5846                HOUSING                  CCN000010500000010500FN00000000020221101000010500NNMD0020220928122525    1N0N  00000150000000885000001102032AF    HBYHVTB 005600390040
BI00B32CG    S220926-G      202211167116-4025                TERMINAL                 CCN000032000000032000FN00000000020201101000032000NNE   20220928122525    4P0P  00001600000000644800000975132CG    ASASIACO006400630017
BI00B32CG    S220926-G      202211167116-4120-02             TERMINAL                 CCN000006000000006000FN00000000020201101000006000NNE   20220928122525    4P0P  00000600000000780000001073632CG    ASASIACO006400630015
BI00B32CG    S220926-G      202211167114-4110-02             TERMINAL                 CCN000015000000015000FN00000000020201101000015000NNE   20220928122525    4P0P  00001500000000901500001230132CG    ASASIACO006400630017
BI00B32CG    S220926-G      202211167114-4111-02             TERMINAL                 CCN000012000000012000FN00000000020201101000012000NNE   20220928122525    4P0P  00001200000000758400001087032CG    ASASIACO006400630017
BI00B32CG    #S220926-G     202211167282-6446-40             CONNECTOR                CCN000003000000003000FN00000000020201101000003000NNE   20220928122525    2N0N  00000150000001185000001368032CG    ASASIACO005500360039
BI00B32CG    S220926        202211167283-9457-3W             CONNECTOR                CCN000001680000001680FN00000000020221101000001680NNE   20220928122525    4N0N  00000012000000515000001067032CG    ASASIACO005600390023
BI00B32CG    S220926        202211167283-9458-30             CONNECTOR                CCN000001400000001400FN00000000020221101000001400NNE   20220928122525    4N0N  00000020000000792000000984332CG    ASASIACO005600390023
BI00B32CG    S220926        202211167116-4025                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNE   20220928122525    4P0P  00001600000000644800000975132CG    ASASIACO006400630017
BI00B32CG    S220926        202211167116-4121-02             TERMINAL                 CCN000022500000022500FN00000000020221101000022500NNE   20220928122525    4P0P  00000450000000618800000912432CG    ASASIACO006400630015
BI00B32CG    S220926        202211167114-4111-02             TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNE   20220928122525    4P0P  00001200000000758400001087032CG    ASASIACO006400630017
BI00B32GE    #DHTC2248      202210067172-5632-10             DUMMY PLUG               CCN000700000000700000FN00000000020221201000700000NNM00020220928122525    2H0H  00002000000000080400000131832GE    GEYKHT  004300270014
BI00B32GE    #DHTC2250      202210067172-5631-60             RUBBER STOPPER           CCN000040000000040000FN00000000020221201000040000NNM00020220928122525    2H0H  00002000000000042000000093132GE    GEYKHT  004300270014
BI00B32J1    398385         202210107327-6840-3W             BATTERY FUSE             CCN000004896000004896FN00000000020221001000004896NNMD0220220928163609    4N0N  00000007200001140900001355932J1    UKYEL-BL005500360039
BI00B32K8    #K1220011861   202210077137-2719-50             SEALED CONNECTOR         CCN000005000000005000FN00000000020221201000005000NNED0720220928122525    2C0C  00000100000000120700000185732K8    ELELCOM 002700430014
BI00B32K8    #K1220011862   202210077137-2719-50             SEALED CONNECTOR         CCN000010000000010000FN00000000020221101000010000NNE   20220928122525    2C0C  00000100000000120700000185732K8    ELELCOM 002700430014
BI00B32M3    SM22114 MW     202210207282-4577                HOUSING MALE ASS'Y       CCN000007200000007200FN00000000020221101000007200NNM00020220928122525    4N0N  00000240000000964800001174832M3    SASAMI  005500360039
BI00B32M3    SM22115 MW     202210277282-4577                HOUSING MALE ASS'Y       CCN000007200000007200FN00000000020221101000007200NNM00020220928122525    4N0N  00000240000000964800001174832M3    SASAMI  005500360039
BI00B32M3    #SM22114 MW    202211047187-8856                HOUSING FEMALE           CCN000008000000008000FN00000000020221101000008000NNMD0020220928122525    2F0F  00000200000000820000000931532M3    SASAMI  005400370024
BI00B32M3    #SM22115 MW    202211047187-8856                HOUSING FEMALE           CCN000004000000004000FN00000000020221101000004000NNMD0020220928122525    2F0F  00000200000000820000000931532M3    SASAMI  005400370024
BI00B32N3    QA-22-C084     202210067289-3342-30             HOUSING FEMALE ASS'Y     PNN000002400000002400FN00000000020220901000002400NNE00020220928155803    1N0N  00000240000000686400000901432N3    ABYIPL-B005500360039
BI00B32R7    R-TAP220431    202210067116-4121-02             TERMINAL                 CCN000063000000063000FN00000000020221001000063000NNE   20220928122525    4P0P  00000450000000618800000912432R7    IVYCIC  006400630015
BI00B32R7    R-TAP220432    202210207116-4121-02             TERMINAL                 CCN000180000000180000FN00000000020221001000180000NNE   20220928122525    4P0P  00000450000000618800000912432R7    IVYCIC  006400630015
BI00B32R7    R-TAP220430    202211177116-1257-02             TERMINAL                 CCN000024000000024000FN00000000020221201000024000NNE   20220928122525    4P0P  00002400000000518400000847132R7    IVYCIC  006400630017
BI00B32U9    TPA241         202210067298-1186-40             SQUIB SUB ASS'Y          CCN000040000000040000FN00000000020221101000040000NNMD0420220928151148U9  4N0N  00001000000000650000000774532U9    YNYNA-E 005400370024
BI00A32U9    TPA241         202209237298-1187-30             SHUNT RING ASSEMBLY      CCN000010000000010000FY00001000020221101000000000NNM00020220928151148U9  4N0N  00001000000000647000000769532U9    YNYNA-E 005400370024
BI00A32U9    TPA244         202209297172-5540-80             SEALED WIRE SEAL         CCN000040000000040000FN00000000020221201000040000NNMM0020220928122525U9  1C0C  00002000000000186000000234432U9    YNYNA-E 004300270014
BI00A32U9    TPA245         202209297172-5540-80             SEALED WIRE SEAL         CCN000020000000020000FN00000000020221201000020000NNMM0020220928122525U9  1C0C  00002000000000186000000234432U9    YNYNA-E 004300270014
BI00A32W4    4500195179     202209297289-9553-50             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020220901000005880NNEM0020220928164734W4N64N0N  00000294000001108100001520632W4N6  HJYHK-J 005500360039
BI00B32W4    4500197937     202209267114-4110-02             TERMINAL                 CCN000015000000015000FY00001500020221001000000000NNE00020220928132220W4464P0P  00001500000000901500001230132W446  HJYHK   006400630017
BI00B32W4    #4500194260    202209307147-3642-30             CLIP                     CCN000051000000021000FN00000000020220801000021000NNE00020220928161535W4172F0F  00000300000000542000000721332W417  HJYHK   005600390040
BI00B32W4    #4500198024    202209237158-3121-80             WIRE SEAL                CCN000020000000020000FY00002000020220901000000000NNE00020220928151039W4A22C0C  00002000000000118000000187332W4A2  HJYHK-J 002700430014
BI00B32W4    #4500198024    202209237283-4190-30             CONNECTOR                CCN000002640000002640FY00000264020220901000000000NNE00020220928151039W4A22N0N  00000024000000846000001115532W4A2  HJYHK-J 005600390040
BI00A32W4    4500199758     202210057158-3169-40             SEALING PLUG             CCN000040000000040000FN00000000020221001000040000NNED0020220928131645W4331C0C  00004000000000156000000204132W433  HJYHK   004300260014
BI00A32W4    4500199758     202210057158-3165-90             WIRE SEAL                CCN000040000000040000FN00000000020221001000040000NNED0020220928131645W4331C0C  00004000000000124000000172432W433  HJYHK   004300270014
BI00A32W4    4500201213     202211287158-3167-80             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNE   20220928122525W4P61C0C  00002000000000048000000109032W4P6  HJYHK-J 002700430014
BI00B32W4    4500201221     202210207283-1064-30             CONNECTOR                CCN000019500000019500FN00000000020221001000019500NNED0720220928122525W4L61N0N  00000150000000983000001123032W4L6  HJYHK-K 005500360039
BI00B32W4    4500201221     202210207282-4854                HOUSING MALE ASS'Y       CCN000024000000024000FN00000000020221001000024000NNED0720220928122525W4L64N0N  00000120000000698900000908832W4L6  HJYHK-K 005500360039
BI00B32W4    4500201221     202210207283-5845-40             CONNECTOR HOUSING        CCN000006000000006000FN00000000020221001000006000NNED0720220928122525W4L61N0N  00000600000000444000000606332W4L6  HJYHK-K 005400370024
BI00B32W4    4500201221     202210207283-4854                CONNECTOR HOUSING        CCN000024000000024000FN00000000020221001000024000NNED0720220928122525W4L64N0N  00000240000000694100000914132W4L6  HJYHK-K 005500360039
BI00B32W4    @4500201221    202210207283-8179                CONNECTOR HOUSING        CCN000024000000024000FN00000000020221001000024000NNED0720220928122525W4L63N0N  00000240000000549600000804032W4L6  HJYHK-K 005500360039
BI00B32W4    4500201226     202210207283-1064-30             CONNECTOR                CCN000019500000019500FN00000000020221001000019500NNED0720220928122525W4L61N0N  00000150000000983000001123032W4L6  HJYHK-K 005500360039
BI00B32W4    4500201226     202210207282-4854                HOUSING MALE ASS'Y       CCN000024000000024000FN00000000020221001000024000NNED0720220928122525W4L64N0N  00000120000000698900000908832W4L6  HJYHK-K 005500360039
BI00B32W4    4500201226     202210207283-5845-40             CONNECTOR HOUSING        CCN000006000000006000FN00000000020221001000006000NNED0720220928122525W4L61N0N  00000600000000444000000606332W4L6  HJYHK-K 005400370024
BI00B32W4    4500201226     202210207283-4854                CONNECTOR HOUSING        CCN000024000000024000FN00000000020221001000024000NNED0720220928122525W4L64N0N  00000240000000694100000914132W4L6  HJYHK-K 005500360039
BI00B32W4    @4500201226    202210207283-8179                CONNECTOR HOUSING        CCN000024000000024000FN00000000020221001000024000NNED0720220928122525W4L63N0N  00000240000000549600000804032W4L6  HJYHK-K 005500360039
BI00B32W4    4500201241     202212017282-4855                HOUSING MALE ASS'Y       CCN000007200000007200FN00000000020221201000007200NNE   20220928122525W4L64N0N  00000120000001063200001283232W4L6  HJYHK-K 005500360039
BI00B32W4    4500201241     202212017114-6041                TERMINAL                 CCN000021600000021600FN00000000020221201000021600NNE   20220928122525W4L64P0P  00000360000000580700000824232W4L6  HJYHK-K 006400630015
BI00B32W4    4500201241     202212017283-1156                CONNECTOR                CCN000007200000007200FN00000000020221201000007200NNE   20220928122525W4L64N0N  00000080000000877600001078032W4L6  HJYHK-K 005600390040
BI00B32W4    @4500201241    202212017287-6634                HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020221201000007200NNE   20220928122525W4L63N0N  00000240000001088400001337032W4L6  HJYHK-K 005500360039
BI00B32W4    4500201242     202212087282-4855                HOUSING MALE ASS'Y       CCN000006000000006000FN00000000020221201000006000NNE   20220928122525W4L64N0N  00000120000001063200001283232W4L6  HJYHK-K 005500360039
BI00B32W4    4500201242     202212087114-6041                TERMINAL                 CCN000014400000014400FN00000000020221201000014400NNE   20220928122525W4L64P0P  00000360000000580700000824232W4L6  HJYHK-K 006400630015
BI00B32W4    4500201242     202212087283-1156                CONNECTOR                CCN000011200000011200FN00000000020221201000011200NNE   20220928122525W4L64N0N  00000080000000877600001078032W4L6  HJYHK-K 005600390040
BI00B32W4    @4500201242    202212087287-6634                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020221201000004800NNE   20220928122525W4L63N0N  00000240000001088400001337032W4L6  HJYHK-K 005500360039
BI00B32W4    #4500194260    202210067147-3642-30             CLIP                     CCN000030000000030000FN00000000020220801000030000NNE00020220928161542W4172F0F  00000300000000542000000721332W417  HJYHK   005600390040
BI00B32W9    4500201209     202210117114-4100-02             TERMINAL                 CCN000108000000108000FN00000000020221001000108000NNE   20220928122525W9  4P0P  00001800000000748800001077432W9    HKYHK   006400630017
BI00B32W9    4500201209     202210117116-4121-02             TERMINAL                 CCN000031500000031500FN00000000020221001000031500NNE   20220928122525W9  4P0P  00000450000000618800000912432W9    HKYHK   006400630015
BI00B32W9    4500201209     202210117116-4122-02             TERMINAL                 CCN000054000000054000FN00000000020221001000054000NNE   20220928122525W9  4P0P  00000450000000656600000950232W9    HKYHK   006400630015
BI00B32W9    4500201209     202210117116-2951-02             TERMINAL                 CCN000059400000059400FN00000000020221001000059400NNE   20220928122525W9  4P0P  00000540000000817600001111832W9    HKYHK   006400630015
BI00B32W9    4500201209     202210117282-6568-40             CONNECTOR                CCN000025000000025000FN00000000020221001000025000NNE   20220928122525W9  4N0N  00000100000001206000001370732W9    HKYHK   005500360039
BI00B32W9    #4500201209    202210117282-8395-40             CONNECTOR                CCN000010000000010000FN00000000020221001000010000NNE   20220928122525W9  2N0N  00000100000001009000001188032W9    HKYHK   005500360039
BI00B32Y2    #TAU1255       202210277289-2918-40             HOUSING FEMALE ASS'Y     CCN000009000000009000FN00000000020230201000009000NNE   20220928122525    2N0N  00000100000001020000001147032Y2    YUYUY   005400370024
