BI00B1200    2399T52719     202208257289-6160-30             HOUSING FEMALE ASS'Y     CCN000000160000000160FY00000016020220901000000000NNM00020220826141244    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B32AF    JTB2113        202210287116-1257-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220826132514    4P0P  00002400000000518400000847132AF    HBYHVTB 006400630017
BI00B32AF    JTB2114        202211047116-2891-02             TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220826132514    4P0P  00001500000000982500001145932AF    HBYHVTB 005100280028
BI00B32AF    JTB2111        202210177116-3153-08             TERMINAL                 CCN000027000000027000FN00000000020221101000027000NNM   20220826132514    4P0P  00002700000000461700000746932AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-3153-08             TERMINAL                 CCN000027000000027000FN00000000020221101000027000NNM   20220826132514    4P0P  00002700000000461700000746932AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-3153-08             TERMINAL                 CCN000027000000027000FN00000000020221101000027000NNM   20220826132514    4P0P  00002700000000461700000746932AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-4020                TERMINAL                 CCN000013500000013500FN00000000020221101000013500NNM   20220826132514    4P0P  00001350000000513000000798232AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-4020                TERMINAL                 CCN000054000000054000FN00000000020221101000054000NNM   20220826132514    4P0P  00001350000000513000000798232AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4020                TERMINAL                 CCN000040500000040500FN00000000020221101000040500NNM   20220826132514    4P0P  00001350000000513000000798232AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4025                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNM   20220826132514    4P0P  00001600000000644800000975132AF    HBYHVTB 006400630017
BI00B32AF    JTB2112        202210217116-4026                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNM   20220826132514    4P0P  00001600000000664000000994332AF    HBYHVTB 006400630017
BI00B32AF    JTB2112        202210217116-4031                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220826132514    4P0P  00000750000000619500000904732AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-4031                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220826132514    4P0P  00000750000000619500000904732AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4031                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220826132514    4P0P  00000750000000619500000904732AF    HBYHVTB 006400630015
BI00B32AF    JTB2111        202210177116-4032                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220826132514    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-4032                TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220826132514    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-4032                TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220826132514    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4032                TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220826132514    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-4111-02             TERMINAL                 CCN000007500000007500FN00000000020221101000007500NNM   20220826132514    4P0P  00000750000000529500000817732AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4111-02             TERMINAL                 CCN000007500000007500FN00000000020221101000007500NNM   20220826132514    4P0P  00000750000000529500000817732AF    HBYHVTB 006400630015
BI00B32AF    JTB2111        202210177116-4112-02             TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNM   20220826132514    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020221101000006000NNM   20220826132514    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020221101000006000NNM   20220826132514    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020221101000006000NNM   20220826132514    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-4121-02             TERMINAL                 CCN000009000000009000FN00000000020221101000009000NNM   20220826132514    4P0P  00000450000000618800000912432AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-4121-02             TERMINAL                 CCN000009000000009000FN00000000020221101000009000NNM   20220826132514    4P0P  00000450000000618800000912432AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-4121-02             TERMINAL                 CCN000009000000009000FN00000000020221101000009000NNM   20220826132514    4P0P  00000450000000618800000912432AF    HBYHVTB 006400630015
BI00B32AF    JTB2111        202210177116-4231-02             TERMINAL                 CCN000052000000052000FN00000000020221101000052000NNM   20220826132514    4P0P  00002600000000683800001012532AF    HBYHVTB 006400630017
BI00B32AF    JTB2112        202210217116-4231-02             TERMINAL                 CCN000208000000208000FN00000000020221101000208000NNM   20220826132514    4P0P  00002600000000683800001012532AF    HBYHVTB 006400630017
BI00B32AF    JTB2113        202210287116-4231-02             TERMINAL                 CCN000182000000182000FN00000000020221101000182000NNM   20220826132514    4P0P  00002600000000683800001012532AF    HBYHVTB 006400630017
BI00B32AF    JTB2114        202211047116-4231-02             TERMINAL                 CCN000182000000182000FN00000000020221101000182000NNM   20220826132514    4P0P  00002600000000683800001012532AF    HBYHVTB 006400630017
BI00B32AF    JTB2111        202210177116-4416-02             TERMINAL                 CCN000032000000032000FN00000000020221101000032000NNM   20220826132514    4P0P  00003200000000518400000847132AF    HBYHVTB 006400630017
BI00B32AF    JTB2112        202210217116-4416-02             TERMINAL                 CCN000064000000064000FN00000000020221101000064000NNM   20220826132514    4P0P  00003200000000518400000847132AF    HBYHVTB 006400630017
BI00B32AF    JTB2113        202210287116-4416-02             TERMINAL                 CCN000032000000032000FN00000000020221101000032000NNM   20220826132514    4P0P  00003200000000518400000847132AF    HBYHVTB 006400630017
BI00B32AF    JTB2114        202211047116-4416-02             TERMINAL                 CCN000032000000032000FN00000000020221101000032000NNM   20220826132514    4P0P  00003200000000518400000847132AF    HBYHVTB 006400630017
BI00B32AF    JTB2112        202210217116-4486-02             TERMINAL                 CCN000560000000560000FN00000000020221101000560000NNM   20220826132514    4P0P  00002800000000666400000995132AF    HBYHVTB 006400630017
BI00B32AF    JTB2113        202210287116-4486-02             TERMINAL                 CCN000476000000476000FN00000000020221101000476000NNM   20220826132514    4P0P  00002800000000666400000995132AF    HBYHVTB 006400630017
BI00B32AF    JTB2114        202211047116-4486-02             TERMINAL                 CCN000476000000476000FN00000000020221101000476000NNM   20220826132514    4P0P  00002800000000666400000995132AF    HBYHVTB 006400630017
BI00B32AF    JTB2111        202210177116-5035-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220826132514    4P0P  00001500000000543000000828232AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-5035-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220826132514    4P0P  00001500000000543000000828232AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-5035-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220826132514    4P0P  00001500000000543000000828232AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-5035-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220826132514    4P0P  00001500000000543000000828232AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-5042-02             TERMINAL                 CCN000162000000162000FN00000000020221101000162000NNM   20220826132514    4P0P  00001350000000560300000845532AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-5042-02             TERMINAL                 CCN000148500000148500FN00000000020221101000148500NNM   20220826132514    4P0P  00001350000000560300000845532AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-5042-02             TERMINAL                 CCN000162000000162000FN00000000020221101000162000NNM   20220826132514    4P0P  00001350000000560300000845532AF    HBYHVTB 006400630015
BI00B32AF    JTB2112        202210217116-5043-02             TERMINAL FEMALE          CCN000108000000108000FN00000000020221101000108000NNM   20220826132514    4P0P  00001200000000559200000844432AF    HBYHVTB 006400630015
BI00B32AF    JTB2113        202210287116-5043-02             TERMINAL FEMALE          CCN000084000000084000FN00000000020221101000084000NNM   20220826132514    4P0P  00001200000000559200000844432AF    HBYHVTB 006400630015
BI00B32AF    JTB2114        202211047116-5043-02             TERMINAL FEMALE          CCN000096000000096000FN00000000020221101000096000NNM   20220826132514    4P0P  00001200000000559200000844432AF    HBYHVTB 006400630015
