BI00A1200    O022K50439     202209277288-6598-70             HOUSING MALE ASS'Y       CCN000002880000002880FY00000288020221101000000000NNED0020220927154250    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B32W4    4500201074     202211107289-7615-30             HOUSING FEMALE ASS'Y     CCN000003520000003520FN00000000020221101000003520NNE   20220927121701W48 4N0N  00000032000000738000000948032W48   HJYHK   005400370024
BI00B32W4    4500201074     202211107116-4122-02             TERMINAL                 CCN000004500000004500FN00000000020221101000004500NNE   20220927121701W48 4P0P  00000450000000656600000950232W48   HJYHK   006400630015
BI00B32W4    #4500201074    202211107158-3121-80             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNE   20220927121701W48 2C0C  00002000000000118000000187332W48   HJYHK   002700430014
BI00B32W4    #4500201074    202211107157-3950-80             SEAL RUBBER              CCN000040000000040000FN00000000020221101000040000NNE   20220927121701W48 2C0C  00004000000000154000000440332W48   HJYHK   002700430014
BI00B32W4    4500201075     202211037158-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020221101000040000NNE   20220927121701W48 1C0C  00004000000000276000000333332W48   HJYHK   002700430014
BI00B32W4    4500201075     202211037222-6244-40             CONNECTOR                CCN000001600000001600FN00000000020221101000001600NNE   20220927121701W48 4N0N  00000080000001239200001422032W48   HJYHK   005600390040
BI00B32W4    4500201075     202211037289-7615-30             HOUSING FEMALE ASS'Y     CCN000001600000001600FN00000000020221101000001600NNE   20220927121701W48 4N0N  00000032000000738000000948032W48   HJYHK   005400370024
BI00B32W4    4500201075     202211037172-1372-10             FRONT HOLDER             CCN000003900000003900FN00000000020221101000003900NNE   20220927121701W48 4F0F  00000390000000655200000955232W48   HJYHK   005500360039
BI00B32W4    #4500201075    202211037157-3952-80             RUBBER STOPPER           CCN000010000000010000FN00000000020221101000010000NNE   20220927121701W48 2C0C  00001000000000117000000175032W48   HJYHK   002700430014
BI00B32W4    #4500201076    202210277158-3003-90             RUBBER STOPPER           CCN000060000000060000FN00000000020221001000060000NNE   20220927121701W48 2C0C  00002000000000250000000306032W48   HJYHK   002700430014
BI00B32W4    #4500201078    202210207158-3003-90             RUBBER STOPPER           CCN000040000000040000FN00000000020221001000040000NNE   20220927121701W48 2C0C  00002000000000250000000306032W48   HJYHK   002700430014
BI00A32W4    4500201086     202211287158-3166-60             WIRE SEAL                CCN000120000000120000FN00000000020221101000120000NNE   20220927121701W4M51C0C  00004000000000104000000152432W4M5  HJYHK-J 002700430014
BI00A32W4    4500201086     202211287158-3167-80             WIRE SEAL                CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W4M51C0C  00002000000000048000000109032W4M5  HJYHK-J 002700430014
BI00A32W4    4500201086     202211287116-4025                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNE   20220927121701W4M54P0P  00001600000000644800000975132W4M5  HJYHK-J 006400630017
BI00A32W4    4500201086     202211287283-7028-30             CONNECTOR                CCN000018000000018000FN00000000020221101000018000NNE   20220927121701W4M54N0N  00000300000001452000001681332W4M5  HJYHK-J 005600390040
BI00A32W4    4500201086     202211287283-1030                CONNECTOR                CCN000006000000006000FN00000000020221101000006000NNE   20220927121701W4M54N0N  00000600000000988000001172032W4M5  HJYHK-J 005500360039
BI00A32W4    4500201089     202212027158-3166-60             WIRE SEAL                CCN000040000000040000FN00000000020221201000040000NNE   20220927121701W4M51C0C  00004000000000104000000152432W4M5  HJYHK-J 002700430014
BI00A32W4    4500201089     202212027116-4025                TERMINAL                 CCN000016000000016000FN00000000020221201000016000NNE   20220927121701W4M54P0P  00001600000000644800000975132W4M5  HJYHK-J 006400630017
BI00A32W4    4500201089     202212027283-7028-30             CONNECTOR                CCN000006000000006000FN00000000020221201000006000NNE   20220927121701W4M54N0N  00000300000001452000001681332W4M5  HJYHK-J 005600390040
BI00A32W4    4500201096     202212197116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020221201000006000NNE   20220927121701W4M54P0P  00000600000000450000000738232W4M5  HJYHK-J 006400630015
BI00A32W4    4500201129     202210067298-1145-4W             SQUIB SUB ASS'Y          CCN000020000000020000FN00000000020220901000020000NNED0720220927141215W4D44N0N  00001000000000787900000944932W4D4  HJYHK-J 005400370024
BI00B32W4    #4500201155    202210117157-7811-80             SEAL RUBBER              CCN000010000000010000FN00000000020221001000010000NNE   20220927121701W42 2C0C  00001000000000105000000182732W42   HJYHK   002700430014
BI00B32W4    #4500201155    202210117157-7812                SEAL RUBBER              CCN000060000000060000FN00000000020221001000060000NNE   20220927121701W42 2C0C  00001000000000137000000202032W42   HJYHK   002700430014
BI00A32W4    4500201159     202211287158-3167-80             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNE   20220927121701W4G91C0C  00002000000000048000000109032W4G9  HJYHK-J 002700430014
BI00A32W4    #4500201159    202211287158-3120-90             CONNECTOR WIRE SEAL      CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W4G92C0C  00002000000000136000000194032W4G9  HJYHK-J 002700430014
BI00A32W4    4500201172     202211287116-4111-02             TERMINAL                 CCN000007500000007500FN00000000020221101000007500NNE   20220927121701W4194P0P  00000750000000529500000817732W419  HJYHK   006400630015
BI00A32W4    4500201172     202211287283-6568-40             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNE   20220927121701W4194N0N  00000200000001090000001263032W419  HJYHK   005500360039
BI00A32W4    #4500201173    202301197282-3243-40             CONNECTOR                CCN000002400000002400FN00000000020230101000002400NNE   20220927121701W4802N0N  00000080000001006000001282332W480  HJYHK-J 005600390040
BI00A32W4    4500201177     202211177283-5548-30             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNE   20220927121701W4804N0N  00000150000001109000001302032W480  HJYHK-J 005600390040
BI00A32W4    #4500201177    202211177047-5344                RETAINER                 CCN000010000000010000FN00000000020221101000010000NNE   20220927121701W4802F0F  00001000000000870000001016032W480  HJYHK-J 005600390023
BI00A32W4    4500201180     202212027116-4104-02             TERMINAL                 CCN000012000000012000FN00000000020221201000012000NNE   20220927121701W4194P0P  00001200000000580800000972432W419  HJYHK   006400630015
BI00A32W4    4500201180     202212027116-4110-02             TERMINAL                 CCN000009000000009000FN00000000020221201000009000NNE   20220927121701W4194P0P  00000900000000594000000882232W419  HJYHK   006400630015
BI00A32W4    4500201180     202212027116-4103-02             TERMINAL                 CCN000012000000012000FN00000000020221201000012000NNE   20220927121701W4194P0P  00001200000000571200000859432W419  HJYHK   006400630015
BI00A32W4    4500201181     202211107116-4124-02             TERMINAL                 CCN000003000000003000FN00000000020221101000003000NNE   20220927121701W4804P0P  00000300000000459900000753532W480  HJYHK-J 006400630015
BI00A32W4    #4500201181    202211107283-8398-40             CONNECTOR                CCN000001540000001540FN00000000020221101000001540NNE   20220927121701W4802N0N  00000154000001007000001171332W480  HJYHK-J 005600390023
BI00A32W4    #4500201186    202211037158-3374-90             CONNECTOR WIRE SEAL      CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W4802H0H  00002000000000172000000229332W480  HJYHK-J 002700430014
BI00B32W4    4500201187     202211037116-1685-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNE   20220927121701W4594P0P  00002400000000897600001065232W459  HJYHK   005100280028
BI00B32W4    4500201187     202211037126-8853-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNE   20220927121701W4594P0P  00000750000000562500000847732W459  HJYHK   006400630015
BI00B32W4    4500201187     202211037126-8854-02             TERMINAL                 CCN000022500000022500FN00000000020221101000022500NNE   20220927121701W4594P0P  00000750000000604500000889732W459  HJYHK   006400630015
BI00B32W4    4500201187     202211037126-8855-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNE   20220927121701W4594P0P  00000600000000510600000795832W459  HJYHK   006400630015
BI00B32W4    4500201187     202211037116-1686-02             TERMINAL                 CCN000021000000021000FN00000000020221101000021000NNE   20220927121701W4594P0P  00002100000000869400001021632W459  HJYHK   005100280028
BI00B32W4    4500201187     202211037114-5096-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNE   20220927121701W4594P0P  00003000000000498000000792232W459  HJYHK   006400630015
BI00B32W4    4500201187     202211037116-2892-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNE   20220927121701W4594P0P  00001200000000818400000981832W459  HJYHK   005100280028
BI00B32W4    4500201187     202211037116-2893-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNE   20220927121701W4594P0P  00001200000000895200001058632W459  HJYHK   005100280028
BI00B32W4    4500201187     202211037282-4855                HOUSING MALE ASS'Y       CCN000001200000001200FN00000000020221101000001200NNE   20220927121701W4594N0N  00000120000001063200001283232W459  HJYHK   005500360039
BI00B32W4    4500201187     202211037283-7029-40             CONNECTOR                CCN000024000000024000FN00000000020221101000024000NNE   20220927121701W4591N0N  00000600000001026000001200032W459  HJYHK   005600390023
BI00B32W4    4500201187     202211037158-3006-90             RUBBER STOPPER           CCN000100000000100000FN00000000020221101000100000NNE   20220927121701W4591C0C  00002000000000330600000386032W459  HJYHK   002700430014
BI00B32W4    #4500201187    202211037157-3821                RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W4592C0C  00002000000000176000000238032W459  HJYHK   002700430014
BI00B32W4    #4500201187    202211037174-1760-50             CAP                      CCN000006000000006000FN00000000020221101000006000NNE   20220927121701W4592F0F  00000300000000813600000922632W459  HJYHK   005400370024
BI00B32W4    #4500201190    202212087174-1760-50             CAP                      CCN000009000000009000FN00000000020221201000009000NNE   20220927121701W4592F0F  00000300000000813600000922632W459  HJYHK   005400370024
BI00A32W4    4500201191     202210277158-3166-60             WIRE SEAL                CCN000120000000120000FN00000000020221001000120000NNE   20220927121701W4801C0C  00004000000000104000000152432W480  HJYHK-J 002700430014
BI00A32W4    #4500201191    202210277283-8123-40             CONNECTOR HOUSING        CCN000004000000004000FN00000000020221001000004000NNE   20220927121701W4802N0N  00000400000000380000000530032W480  HJYHK-J 005600390023
BI00B32W4    4500201192     202212087288-9556-30             SEALED ASSY MALE         CCN000008640000008640FN00000000020221201000008640NNE   20220927121701W4594N0N  00000072000000537900000786332W459  HJYHK   005500360039
BI00B32W4    #4500201194    202301057174-1760-50             CAP                      CCN000015000000015000FN00000000020230101000015000NNE   20220927121701W4592F0F  00000300000000813600000922632W459  HJYHK   005400370024
BI00A32W4    4500201207     202212087116-4101-02             TERMINAL                 CCN000012000000012000FN00000000020221201000012000NNE   20220927121701W4144P0P  00001200000000582000000876232W414  HJYHK   006400630015
BI00B32W9    4500201132     202211017287-7975-4W             SQUIB SUB ASS'Y          CCN000010000000010000FN00000000020221101000010000NNE   20220927121701W9  4N0N  00001000000000837000001017032W9    HKYHK   005400370024
BI00B32W9    4500201132     202211017298-4094-10             HOUSING FEMALE ASS'Y     CCN000003380000003380FN00000000020221101000003380NNE   20220927121701W9  4N0N  00000338000001097400001358732W9    HKYHK   005400370024
