BI00A1200    O022K50439     202209277288-6598-70             HOUSING MALE ASS'Y       CCN000002880000002880FY00000288020221101000000000NNED0020220927154250    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B1200    2399T52A22     202211107289-7212-30             HOUSING FEMALE ASS'Y     CCN000007920000007920FN00000000020221201000007920NNM   20220927121701    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T52A23     202211177289-7212-30             HOUSING FEMALE ASS'Y     CCN000007920000007920FN00000000020221201000007920NNM   20220927121701    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T52A21     202211037289-7615-30             HOUSING FEMALE ASS'Y     CCN000000320000000320FN00000000020221201000000320NNM   20220927121701    4N0N  0000003200000073800000094801200    YCYC    005400370024
BI00B1200    2399T52A21     202211037289-7970                HYBRID FEMALE ASS'Y      CCN000002880000002880FN00000000020221201000002880NNM   20220927121701    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T52A22     202211107289-7970                HYBRID FEMALE ASS'Y      CCN000002880000002880FN00000000020221201000002880NNM   20220927121701    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T52A23     202211177289-7970                HYBRID FEMALE ASS'Y      CCN000002560000002560FN00000000020221201000002560NNM   20220927121701    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T52A21     202211037289-9553-30             SEALED ASSY FEMALE       CCN000008820000008820FN00000000020221201000008820NNM   20220927121701    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T52A22     202211107289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020221201000005880NNM   20220927121701    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T52A23     202211177289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020221201000005880NNM   20220927121701    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T52A21     202211037289-9553-50             SEALED ASSY FEMALE       CCN000055860000055860FN00000000020221201000055860NNM   20220927121701    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T52A22     202211107289-9553-50             SEALED ASSY FEMALE       CCN000055860000055860FN00000000020221201000055860NNM   20220927121701    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T52A23     202211177289-9553-50             SEALED ASSY FEMALE       CCN000055860000055860FN00000000020221201000055860NNM   20220927121701    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T52A21     202211037289-9612-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020221201000000480NNM   20220927121701    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T52A22     202211107289-9612-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020221201000000480NNM   20220927121701    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T52A23     202211177289-9612-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020221201000000480NNM   20220927121701    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T52A21     202211037289-9613-30             HOUSING FEMALE ASS'Y     CCN000000960000000960FN00000000020221201000000960NNM   20220927121701    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T52A22     202211107289-9613-30             HOUSING FEMALE ASS'Y     CCN000000960000000960FN00000000020221201000000960NNM   20220927121701    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T52A23     202211177289-9613-30             HOUSING FEMALE ASS'Y     CCN000000960000000960FN00000000020221201000000960NNM   20220927121701    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T52A21     202211037298-2853-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020221201000000480NNM   20220927121701    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T52A22     202211107298-2853-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020221201000000240NNM   20220927121701    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T52A23     202211177298-2853-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020221201000000240NNM   20220927121701    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T52A21     202211037298-3822-70             HOUSING FEMALE ASS'Y     CCN000007560000007560FN00000000020221201000007560NNM   20220927121701    4N0N  0000025200000077620000107701200    YCYC    005500360039
BI00B1200    2399T52A22     202211107298-3822-70             HOUSING FEMALE ASS'Y     CCN000007560000007560FN00000000020221201000007560NNM   20220927121701    4N0N  0000025200000077620000107701200    YCYC    005500360039
BI00B1200    2399T52A23     202211177298-3822-70             HOUSING FEMALE ASS'Y     CCN000007560000007560FN00000000020221201000007560NNM   20220927121701    4N0N  0000025200000077620000107701200    YCYC    005500360039
BI00B1200    2399T52A21     202211037298-3990-30             HOUSING FEMALE ASS'Y     CCN000003360000003360FN00000000020221201000003360NNM   20220927121701    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T52A22     202211107298-3990-30             HOUSING FEMALE ASS'Y     CCN000003360000003360FN00000000020221201000003360NNM   20220927121701    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T52A23     202211177298-3990-30             HOUSING FEMALE ASS'Y     CCN000003360000003360FN00000000020221201000003360NNM   20220927121701    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T52A21     202211037298-4094-10             HOUSING FEMALE ASS'Y     CCN000104780000104780FN00000000020221201000104780NNM   20220927121701    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    2399T52A22     202211107298-4094-10             HOUSING FEMALE ASS'Y     CCN000104780000104780FN00000000020221201000104780NNM   20220927121701    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    2399T52A23     202211177298-4094-10             HOUSING FEMALE ASS'Y     CCN000104780000104780FN00000000020221201000104780NNM   20220927121701    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    #2399T52A21    202211037289-2912-40             HOUSING FEMALE ASS'Y     CCN000052000000052000FN00000000020221201000052000NNM   20220927121701    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T52A22    202211107289-2912-40             HOUSING FEMALE ASS'Y     CCN000052000000052000FN00000000020221201000052000NNM   20220927121701    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T52A23    202211177289-2912-40             HOUSING FEMALE ASS'Y     CCN000052000000052000FN00000000020221201000052000NNM   20220927121701    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T52A21    202211037289-2913-30             HOUSING FEMALE ASS'Y     CCN000006000000006000FN00000000020221201000006000NNM   20220927121701    2N0N  0000015000000090750000103451200    YCYC    005400370024
BI00B1200    #2399T52A22    202211107289-2913-30             HOUSING FEMALE ASS'Y     CCN000006000000006000FN00000000020221201000006000NNM   20220927121701    2N0N  0000015000000090750000103451200    YCYC    005400370024
BI00B1200    #2399T52A23    202211177289-2913-30             HOUSING FEMALE ASS'Y     CCN000006000000006000FN00000000020221201000006000NNM   20220927121701    2N0N  0000015000000090750000103451200    YCYC    005400370024
BI00B1200    #2399T52A21    202211037289-3622-30             HOUSING FEMALE ASS'Y     CCN000011232000011232FN00000000020221201000011232NNM   20220927121701    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T52A22    202211107289-3622-30             HOUSING FEMALE ASS'Y     CCN000011232000011232FN00000000020221201000011232NNM   20220927121701    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T52A23    202211177289-3622-30             HOUSING FEMALE ASS'Y     CCN000011232000011232FN00000000020221201000011232NNM   20220927121701    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T52A21    202211037289-4200-30             HOUSING FEMALE ASS'Y     CCN000084000000084000FN00000000020221201000084000NNM   20220927121701    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    #2399T52A22    202211107289-4200-30             HOUSING FEMALE ASS'Y     CCN000084000000084000FN00000000020221201000084000NNM   20220927121701    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    #2399T52A23    202211177289-4200-30             HOUSING FEMALE ASS'Y     CCN000084000000084000FN00000000020221201000084000NNM   20220927121701    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    2399T52A24     202211247289-0269                HOUSING SUB ASSEMBLY     CCN000001600000001600FN00000000020221201000001600NNM   20220927121701    1N0N  0000016000000100210000123451200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-3342                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221201000002400NNM   20220927121701    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-4212-80             SEALED HOUSING ASS'Y     CCN000028000000028000FN00000000020221201000028000NNM   20220927121701    4N0N  0000020000000084860000097861200    YCYC    005400370024
BI00B1200    2399T52A24     202211247289-6159-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020221201000000480NNM   20220927121701    4N0N  0000002400000109500000137501200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6160-30             HOUSING FEMALE ASS'Y     CCN000001440000001440FN00000000020221201000001440NNM   20220927121701    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6518-30             HOUSING FEMALE ASS'Y     CCN000016800000016800FN00000000020221201000016800NNM   20220927121701    1N0N  0000012000000082920000104921200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6523-30             HOUSING FEMALE ASS'Y     CCN000001680000001680FN00000000020221201000001680NNM   20220927121701    4N0N  0000002400000129050000162051200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6524-30             HOUSING FEMALE ASS'Y     CCN000003600000003600FN00000000020221201000003600NNM   20220927121701    4N0N  0000002400000135120000166621200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6547                HOUSING FEMALE ASS'Y     CCN000136800000136800FN00000000020221201000136800NNM   20220927121701    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6597-70             HOUSING FEMALE ASS'Y     CCN000002160000002160FN00000000020221201000002160NNM   20220927121701    4N0N  0000021600000128950000153951200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-6868-30             SEALED ASSY FEMALE       CCN000100800000100800FN00000000020221201000100800NNM   20220927121701    4N0N  0000025200000083920000111921200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-7212-30             HOUSING FEMALE ASS'Y     CCN000007680000007680FN00000000020221201000007680NNM   20220927121701    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-7970                HYBRID FEMALE ASS'Y      CCN000002560000002560FN00000000020221201000002560NNM   20220927121701    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T52A24     202211247289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020221201000005880NNM   20220927121701    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-9553-50             SEALED ASSY FEMALE       CCN000055860000055860FN00000000020221201000055860NNM   20220927121701    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-9612-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020221201000000480NNM   20220927121701    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T52A24     202211247289-9613-30             HOUSING FEMALE ASS'Y     CCN000000960000000960FN00000000020221201000000960NNM   20220927121701    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T52A24     202211247298-2853-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020221201000000240NNM   20220927121701    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T52A24     202211247298-3822-70             HOUSING FEMALE ASS'Y     CCN000005040000005040FN00000000020221201000005040NNM   20220927121701    4N0N  0000025200000077620000107701200    YCYC    005500360039
BI00B1200    2399T52A24     202211247298-3990-30             HOUSING FEMALE ASS'Y     CCN000003360000003360FN00000000020221201000003360NNM   20220927121701    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T52A24     202211247298-4094-10             HOUSING FEMALE ASS'Y     CCN000104780000104780FN00000000020221201000104780NNM   20220927121701    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    #2399T52A24    202211247289-2912-40             HOUSING FEMALE ASS'Y     CCN000050000000050000FN00000000020221201000050000NNM   20220927121701    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T52A24    202211247289-2913-30             HOUSING FEMALE ASS'Y     CCN000006000000006000FN00000000020221201000006000NNM   20220927121701    2N0N  0000015000000090750000103451200    YCYC    005400370024
BI00B1200    #2399T52A24    202211247289-3622-30             HOUSING FEMALE ASS'Y     CCN000010800000010800FN00000000020221201000010800NNM   20220927121701    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T52A24    202211247289-4200-30             HOUSING FEMALE ASS'Y     CCN000082000000082000FN00000000020221201000082000NNM   20220927121701    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    7504T220927    202209297340-9316-0W             J/B ASS'Y                CCN000000100000000100FN00000000020221001000000100NNE   20220927133546    4J0J  0000000100000053400000072371200    YCYC    005400370024
BI00B32B6    TAPP4210A      202210077196-1466-02             TERMINAL MALE            CCN000028500000028500FN00000000020221001000028500NNED0720220927121701B6  4P0P  00002850000000427500000712732B6    AXARNE-M006400630015
BI00B32B6    #TAPP4210A     202210077297-1907-30             HOUSING MALE ASS'Y       CCN000001500000001500FN00000000020221001000001500NNED0720220927121701B6  2N0N  00000150000000451800000568032B6    AXARNE-M005400370024
BI00B32CC    CTA32129       202211247289-6868-30             SEALED ASSY FEMALE       CCN000010080000010080FN00000000020230101000010080NNED0420220927121701    4N0N  00000252000000839200001119232CC    BIYABCBU005500360039
BI00B32CH    QA-22-C060     202209297287-3885-30             HYBRID FEMALE ASS'Y      PNN000033600000021600FN00000000020220901000021600NNEQ0020220927164628    1N0N  00000240000001029600001249632CH    SJSAMIJF005500360039
BI00B32CH    QA-22-C060     202210067287-3885-30             HYBRID FEMALE ASS'Y      PNN000024000000024000FN00000000020220901000024000NNE   20220927152244    1N0N  00000240000001029600001249632CH    SJSAMIJF005500360039
BI00B32CH    QA-22-C060     202209287287-3885-30             HYBRID FEMALE ASS'Y      PNN000012000000012000FN00000000020220901000012000NNEQ0020220927164803    1N0N  00000240000001029600001249632CH    SJSAMIJF005500360039
BI00B32CJ    JQN211A        202211047287-8642-40             HOUSING FEMALE ASS'Y     CCN000002800000002800FN00000000020221101000002800NNED0620220927121701    4N0N  00000280000000915600001107632CJ    QNYHVQN 005400370024
BI00A32CJ    QA-22-P18      202209287114-4021                TERMINAL                 PNN000045000000045000FN00000000020220901000045000NNE   20220927121701    4P0P  00001500000000670500000964132CJ    QNYHVQN 006400630015
BI00A32E1    #NC209A        202210077154-3421                SPACER                   CCY000000100000000100FN00000000020220901000000100NNED0720220927121701    2F0F  00001000000000560000000781032E1    SPYSE   005500360039
BI00B32H2    #TIJ2113       202211047287-7859                HYBRID FEMALE ASS'Y      CCN000004800000004800FN00000000020221101000004800NNMD0020220927135614    2N0N  00000120000000461600000671632H2    HVYHV   005500360039
BI00B32H2    #TIJ2114       202211117287-7859                HYBRID FEMALE ASS'Y      CCN000004800000004800FN00000000020221101000004800NNMD0020220927135631    2N0N  00000120000000461600000671632H2    HVYHV   005500360039
BI00T32H2    @TIJ211K       202210067282-1025-40             HOUSING SUB ASSEMBLY     CCN000002400000002400FN00000000020221101000002400NNED0020220927145221    3N0N  00000240000001153600001398032H2    HVYHV   005500360039
BI00A32J1    397909         202209217114-4231-02             TERMINAL                 CCN000072000000072000FY00007200020220901000000000NNE00020220927165046    4P0P  00001800000000554400000848032J1    UKYEL-BL006400630015
BI00B32J1    398203         202210247298-2509-30             HOUSING FEMALE ASS'Y     CCN000001200000000000FY00000000020221001000000000NNEQ0820220927093844    4N0N  00000120000000857500001062532J1    UKYEL-BL005500360039
BI00B32J1    398578         202210177158-3168-80             SEALED                   CCN007000000001760000FN00000000020221001001760000NNMD0420220927143804    1C0C  00002000000000044000000092132J1    UKYEL-BL004300260014
BI00B32J1    398578         202211147327-6840-3W             BATTERY FUSE             CCN000003240000003240FN00000000020221001000003240NNMD0420220927131414    4N0N  00000007200001140900001355932J1    UKYEL-BL005500360039
BI00A32J1    398706         202210307283-7023-10             CONNECTOR                CCN000002500000002500FN00000000020220901000002500NNED0720220927121701    4N0N  00000250000001360000001550032J1    UKYEL-BL005500360039
BI00B32J1    398578         202210247158-3168-80             SEALED                   CCN001760000001760000FN00000000020221001001760000NNMD0420220927143804    1C0C  00002000000000044000000092132J1    UKYEL-BL004300260014
BI00B32J1    398578         202210317158-3168-80             SEALED                   CCN001760000001760000FN00000000020221001001760000NNMD0420220927143826    1C0C  00002000000000044000000092132J1    UKYEL-BL004300260014
BI00B32J1    398578         202211077158-3168-80             SEALED                   CCN001720000001720000FN00000000020221001001720000NNMD0420220927143849    1C0C  00002000000000044000000092132J1    UKYEL-BL004300260014
BI00B32M1    TCV210C        202210207126-8850-02             TERMINAL                 CCY000003000000003000FN00000000020221001000003000NNE   20220927121701    1P0P  00000900000000672300000957532M1    VNYEV   006400630015
BI00B32M1    #TCV210D       202210207114-4022                TERMINAL                 CCN000015000000015000FN00000000020221001000015000NNE   20220927121701    2F0P  00001500000000708000001120632M1    VNYEV   006400630015
BI00B32M1    #TCV210D       202210207154-5597-30             CASSETTE R/B             CCN000015200000015200FN00000000020221001000015200NNE   20220927121701    2F0F  00000080000000736000000952032M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207157-6826-80             REAR HOLDER              CCN000015000000015000FN00000000020221001000015000NNE   20220927121701    2F0F  00001500000001234500001394132M1    VNYEV   005600390040
BI00B32M1    #TCV210D       202210207158-3003-90             RUBBER STOPPER           CCN000060000000060000FN00000000020221001000060000NNE   20220927121701    2C0C  00002000000000250000000306032M1    VNYEV   002700430014
BI00B32M1    #TCV210D       202210207158-3004-40             RUBBER STOPPER           CCN000020000000020000FN00000000020221001000020000NNE   20220927121701    2C0C  00002000000000234000000306332M1    VNYEV   002700430014
BI00B32M1    #TCV210D       202210207158-3007-10             RUBBER STOPPER           CCN000100000000100000FN00000000020221001000100000NNE   20220927121701    2H0H  00002000000000308000000362732M1    VNYEV   002700430014
BI00B32M1    #TCV210D       202210207158-3008-80             RUBBER STOPPER           CCN000140000000140000FN00000000020221001000140000NNE   20220927121701    2C0C  00002000000000288000000343032M1    VNYEV   004300270014
BI00B32M1    #TCV210D       202210207158-3015-10             RUBBER STOPPER           CCN000020000000020000FN00000000020221001000020000NNE   20220927121701    2C0C  00001000000000419500000474032M1    VNYEV   002700430014
BI00B32M1    #TCV210D       202210207158-3017                RUBBER STOPPER           CCN000100000000100000FN00000000020221001000100000NNE   20220927121701    2C0C  00001000000000375500000435032M1    VNYEV   002700430014
BI00B32M1    #TCV210D       202210207172-5626-90             RUBBER STOPPER           CCN000100000000100000FN00000000020221001000100000NNE   20220927121701    2H0H  00002000000000076400000127832M1    VNYEV   004300270014
BI00B32M1    #TCV210D       202210207172-5630-40             RUBBER STOPPER           CCN000100000000100000FN00000000020221001000100000NNE   20220927121701    2H0H  00002000000000044000000095132M1    VNYEV   004300270014
BI00B32M1    #TCV210D       202210207172-5632-10             DUMMY PLUG               CCN000060000000060000FN00000000020221001000060000NNE   20220927121701    2H0H  00002000000000080400000131832M1    VNYEV   004300270014
BI00B32M1    #TCV210D       202210207183-2414-30             CONNECTOR HOUSING        CCN000014400000014400FN00000000020221001000014400NNE   20220927121701    2F0F  00000480000000779500001061532M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207183-2415-90             CONNECTOR HOUSING        CCN000004800000004800FN00000000020221001000004800NNE   20220927121701    2F0F  00000480000000798200001091432M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207183-2419                HOUSING                  CCN000004800000004800FN00000000020221001000004800NNE   20220927121701    2F0F  00000480000001065600001352732M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207189-3033                HOUSING FEMALE           CCN000003200000003200FN00000000020221001000003200NNE   20220927121701    2F0F  00000160000001211200001431232M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207189-3034                HOUSING FEMALE           CCN000003200000003200FN00000000020221001000003200NNE   20220927121701    2F0F  00000160000001211200001431232M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207189-3036                HOUSING FEMALE           CCN000001600000001600FN00000000020221001000001600NNE   20220927121701    2F0F  00000160000000921600001141632M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207189-3297                HOUSING FEMALE           CCN000037600000040000FN00000000020221001000040000NNE   20220927121701    2F0F  00000400000000893200001029032M1    VNYEV   005400370024
BI00B32M1    #TCV210D       202210207283-8123                CONNECTOR HOUSING        CCN000004000000004000FN00000000020221001000004000NNE   20220927121701    2N0N  00000400000000380000000531732M1    VNYEV   005600390023
BI00B32M1    #TCV210D       202210207286-1917                CONNECTOR MALE ASS'Y     CCN000008400000008400FN00000000020221001000008400NNE   20220927121701    2N0N  00000120000000967000001167832M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-1915                CONNECTOR ASS'Y          CCN000024000000024000FN00000000020221001000024000NNE   20220927121701    2N0N  00000240000000666500000923132M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-1915-30             CONNECTOR ASS'Y          CCN000007200000007200FN00000000020221001000007200NNE   20220927121701    2N0N  00000240000000666500000923132M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-1915-40             CONNECTOR ASS'Y          CCN000021600000021600FN00000000020221001000021600NNE   20220927121701    2N0N  00000240000000666500000923132M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-1915-90             CONNECTOR ASS'Y          CCN000012000000012000FN00000000020221001000012000NNE   20220927121701    2N0N  00000240000000666500000923132M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-7859                HYBRID FEMALE ASS'Y      CCN000021600000021600FN00000000020221001000021600NNE   20220927121701    2N0N  00000120000000461600000671632M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-7860                HYBRID FEMALE ASS'Y      CCN000020400000020400FN00000000020221001000020400NNE   20220927121701    2N0N  00000120000000644000000650432M1    VNYEV   005500360039
BI00B32M1    #TCV210D       202210207287-9155                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020221001000004800NNE   20220927121701    2N0N  00000096000000853700001045232M1    VNYEV   005400370024
BI00B32M1    #TCV210D       202210207289-4200-30             HOUSING FEMALE ASS'Y     CCN000010000000010000FN00000000020221001000010000NNE   20220927121701    2N0N  00000200000000926000001021032M1    VNYEV   005400370024
BI00B32M4    TP2113C        202210207116-4780-02             TERMINAL FEMALE          CCN000360000000360000FN00000000020221101000360000NNE   20220927121701    4P0P  00001500000000691500000985732M4    SISAI   006400630015
BI00B32N3    QA-22-C084     202209297289-3342-30             HOUSING FEMALE ASS'Y     PNN000002400000002400FN00000000020220901000002400NNE   20220927151003    1N0N  00000240000000686400000901432N3    ABYIPL-B005500360039
BI00B32R7    R-TAP220416    202211037C98-1145-4W             SQUIB SUB ASS'Y          CCN000030000000030000FN00000000020221101000030000NNED0420220927131454    4N0N  00001000000000787900000944932R7    IVYCIC  005400370024
BI00B32R7    R-TAP220417    202211037C98-1149-3W             SQUIB SUB ASS'Y          CCN000050000000050000FN00000000020221101000050000NNED0420220927131538    4N0N  00001000000000785000000922032R7    IVYCIC  005400370024
BI00B32R7    R-TAP220418    202211107C98-1145-4W             SQUIB SUB ASS'Y          CCN000050000000050000FN00000000020221101000050000NNED0420220927131510    4N0N  00001000000000787900000944932R7    IVYCIC  005400370024
BI00B32R7    R-TAP220419    202211107C98-1149-3W             SQUIB SUB ASS'Y          CCN000020000000020000FN00000000020221101000020000NNED0420220927131553    4N0N  00001000000000785000000922032R7    IVYCIC  005400370024
BI00B32R7    R-TAP220428    202210207282-5574-10             CONNECTOR                CCN000006400000006400FN00000000020221001000006400NNE   20220927121701    4N0N  00000080000001235000001423032R7    IVYCIC  005600390040
BI00B32R7    R-TAP220429    202210207158-3006-90             RUBBER STOPPER           CCN000100000000100000FN00000000020221001000100000NNE00020220927134158    1C0C  00002000000000330600000386032R7    IVYCIC  002700430014
BI00B32U9    TPA247         202211247298-1186-70             SQUIB SUB ASS'Y          CCN000010000000010000FN00000000020221201000010000NNMD0420220927121701U9  4N0N  00001000000000650000000774532U9    YNYNA-E 005400370024
BI00B32W4    4500201072     202211247116-4120-02             TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNE   20220927121701W48 4P0P  00000600000000780000001073632W48   HJYHK   006400630015
BI00B32W4    4500201072     202211247116-1230                TERMINAL                 CCN000013500000013500FN00000000020221101000013500NNE   20220927121701W48 4P0P  00001350000000664200000952432W48   HJYHK   006400630015
BI00B32W4    4500201072     202211247158-3006-90             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W48 1C0C  00002000000000330600000386032W48   HJYHK   002700430014
BI00B32W4    4500201072     202211247116-4025                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNE   20220927121701W48 4P0P  00001600000000644800000975132W48   HJYHK   006400630017
BI00B32W4    4500201072     202211247116-4121-02             TERMINAL                 CCN000031500000031500FN00000000020221101000031500NNE   20220927121701W48 4P0P  00000450000000618800000912432W48   HJYHK   006400630015
BI00B32W4    4500201072     202211247158-3166-60             WIRE SEAL                CCN000080000000080000FN00000000020221101000080000NNE   20220927121701W48 1C0C  00004000000000104000000152432W48   HJYHK   002700430014
BI00B32W4    #4500201072    202211247158-3004-40             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W48 2C0C  00002000000000234000000306332W48   HJYHK   002700430014
BI00B32W4    4500201073     202211177222-6244-40             CONNECTOR                CCN000003200000003200FN00000000020221101000003200NNE   20220927121701W48 4N0N  00000080000001239200001422032W48   HJYHK   005600390040
BI00B32W4    4500201073     202211177289-7615-30             HOUSING FEMALE ASS'Y     CCN000003520000003520FN00000000020221101000003520NNE   20220927121701W48 4N0N  00000032000000738000000948032W48   HJYHK   005400370024
BI00B32W4    #4500201073    202211177123-6423-30             CONNECTOR                CCN000004000000004000FN00000000020221101000004000NNE   20220927121701W48 2F0F  00000200000001002000001167632W48   HJYHK   005600390023
BI00B32W4    @4500201073    202211177123-4312-80             HOUSING                  CCN000001600000001600FN00000000020221101000001600NNE   20220927121701W48 3F0F  00000080000000644200000794032W48   HJYHK   005500360039
BI00B32W4    4500201074     202211107116-4120-02             TERMINAL                 CCN000006000000006000FN00000000020221101000006000NNE   20220927121701W48 4P0P  00000600000000780000001073632W48   HJYHK   006400630015
BI00B32W4    4500201074     202211107158-3006-90             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNE   20220927121701W48 1C0C  00002000000000330600000386032W48   HJYHK   002700430014
BI00B32W4    4500201074     202211107116-4025                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNE   20220927121701W48 4P0P  00001600000000644800000975132W48   HJYHK   006400630017
BI00B32W4    4500201074     202211107116-4121-02             TERMINAL                 CCN000022500000022500FN00000000020221101000022500NNE   20220927121701W48 4P0P  00000450000000618800000912432W48   HJYHK   006400630015
BI00B32W4    4500201074     202211107222-6244-40             CONNECTOR                CCN000003200000003200FN00000000020221101000003200NNE   20220927121701W48 4N0N  00000080000001239200001422032W48   HJYHK   005600390040
