BI00B1200    H322J50026     202209157298-4094-10             HOUSING FEMALE ASS'Y     CCN000006760000003380FN00000000020221001000003380NNEQ0020220901121518    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B32A7    ZZ22112LMW     202210127123-1508                CONNECTOR                CCN000003000000003000FN00000000020221101000003000NNM   20220901163248    1F0F  00000100000000933000001174032A7    ZZZZY   005600390040
BI00B32A7    ZZ22113LMW     202210197123-1508                CONNECTOR                CCN000009000000009000FN00000000020221101000009000NNM   20220901163248    1F0F  00000100000000933000001174032A7    ZZZZY   005600390040
BI00B32A7    ZZ22114LMW     202210267123-1508                CONNECTOR                CCN000005000000005000FN00000000020221101000005000NNM   20220901163248    1F0F  00000100000000933000001174032A7    ZZZZY   005600390040
BI00B32A7    ZZ22111LMW     202210057126-8853-02             TERMINAL                 CCN000052500000052500FN00000000020221101000052500NNM   20220901163248    4P0P  00000750000000562500000847732A7    ZZZZY   006400630015
BI00B32A7    ZZ22112LMW     202210127126-8853-02             TERMINAL                 CCN000067500000067500FN00000000020221101000067500NNM   20220901163248    4P0P  00000750000000562500000847732A7    ZZZZY   006400630015
BI00B32A7    ZZ22113LMW     202210197126-8853-02             TERMINAL                 CCN000067500000067500FN00000000020221101000067500NNM   20220901163248    4P0P  00000750000000562500000847732A7    ZZZZY   006400630015
BI00B32A7    ZZ22114LMW     202210267126-8853-02             TERMINAL                 CCN000045000000045000FN00000000020221101000045000NNM   20220901163248    4P0P  00000750000000562500000847732A7    ZZZZY   006400630015
BI00B32A7    ZZ22111LMW     202210057126-8854-02             TERMINAL                 CCN000067500000067500FN00000000020221101000067500NNM   20220901163248    4P0P  00000750000000604500000889732A7    ZZZZY   006400630015
BI00B32A7    ZZ22112LMW     202210127126-8854-02             TERMINAL                 CCN000060000000060000FN00000000020221101000060000NNM   20220901163248    4P0P  00000750000000604500000889732A7    ZZZZY   006400630015
BI00B32A7    ZZ22113LMW     202210197126-8854-02             TERMINAL                 CCN000060000000060000FN00000000020221101000060000NNM   20220901163248    4P0P  00000750000000604500000889732A7    ZZZZY   006400630015
BI00B32A7    ZZ22114LMW     202210267126-8854-02             TERMINAL                 CCN000037500000037500FN00000000020221101000037500NNM   20220901163248    4P0P  00000750000000604500000889732A7    ZZZZY   006400630015
BI00B32A7    ZZ22111LMW     202210057126-8855-02             TERMINAL                 CCN000084000000084000FN00000000020221101000084000NNM   20220901163248    4P0P  00000600000000510600000795832A7    ZZZZY   006400630015
BI00B32A7    ZZ22112LMW     202210127126-8855-02             TERMINAL                 CCN000054000000054000FN00000000020221101000054000NNM   20220901163248    4P0P  00000600000000510600000795832A7    ZZZZY   006400630015
BI00B32A7    ZZ22113LMW     202210197126-8855-02             TERMINAL                 CCN000060000000060000FN00000000020221101000060000NNM   20220901163248    4P0P  00000600000000510600000795832A7    ZZZZY   006400630015
BI00B32A7    ZZ22114LMW     202210267126-8855-02             TERMINAL                 CCN000042000000042000FN00000000020221101000042000NNM   20220901163248    4P0P  00000600000000510600000795832A7    ZZZZY   006400630015
BI00B32A7    ZZ22112LMW     202210127137-3047-30             UNIT PACKING             CCN000021000000021000FN00000000020221101000021000NNM   20220901163248    1C0C  00000100000000170500000218932A7    ZZZZY   002700430014
BI00B32A7    ZZ22113LMW     202210197137-3047-30             UNIT PACKING             CCN000015000000015000FN00000000020221101000015000NNM   20220901163248    1C0C  00000100000000170500000218932A7    ZZZZY   002700430014
BI00B32A7    ZZ22114LMW     202210267137-3047-30             UNIT PACKING             CCN000010000000010000FN00000000020221101000010000NNM   20220901163248    1C0C  00000100000000170500000218932A7    ZZZZY   002700430014
BI00B32A7    ZZ22112LMW     202210127158-3006-90             RUBBER STOPPER           CCN000040000000040000FN00000000020221101000040000NNM   20220901163248    1C0C  00002000000000330600000386032A7    ZZZZY   002700430014
BI00B32A7    ZZ22113LMW     202210197158-3006-90             RUBBER STOPPER           CCN000100000000100000FN00000000020221101000100000NNM   20220901163248    1C0C  00002000000000330600000386032A7    ZZZZY   002700430014
BI00B32A7    ZZ22114LMW     202210267158-3006-90             RUBBER STOPPER           CCN000100000000100000FN00000000020221101000100000NNM   20220901163248    1C0C  00002000000000330600000386032A7    ZZZZY   002700430014
BI00B32A7    ZZ22111LMW     202210057158-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020221101000040000NNM   20220901163248    1C0C  00004000000000276000000333332A7    ZZZZY   002700430014
BI00B32A7    ZZ22112LMW     202210127158-3166-60             WIRE SEAL                CCN000080000000080000FN00000000020221101000080000NNM   20220901163248    1C0C  00004000000000104000000152432A7    ZZZZY   002700430014
BI00B32A7    ZZ22113LMW     202210197158-3166-60             WIRE SEAL                CCN000360000000360000FN00000000020221101000360000NNM   20220901163248    1C0C  00004000000000104000000152432A7    ZZZZY   002700430014
BI00B32A7    ZZ22114LMW     202210267158-3166-60             WIRE SEAL                CCN000240000000240000FN00000000020221101000240000NNM   20220901163248    1C0C  00004000000000104000000152432A7    ZZZZY   002700430014
BI00B32A7    ZZ22112LMW     202210127158-3167-80             WIRE SEAL                CCN000120000000120000FN00000000020221101000120000NNM   20220901163248    1C0C  00002000000000048000000109032A7    ZZZZY   002700430014
BI00B32A7    ZZ22113LMW     202210197158-3167-80             WIRE SEAL                CCN000400000000400000FN00000000020221101000400000NNM   20220901163248    1C0C  00002000000000048000000109032A7    ZZZZY   002700430014
BI00B32A7    ZZ22114LMW     202210267158-3167-80             WIRE SEAL                CCN000240000000240000FN00000000020221101000240000NNM   20220901163248    1C0C  00002000000000048000000109032A7    ZZZZY   002700430014
BI00B32A7    ZZ22114LMW     202210267158-3168-80             SEALED                   CCN000040000000040000FN00000000020221101000040000NNM   20220901163248    1C0C  00002000000000044000000092132A7    ZZZZY   004300260014
BI00B32A7    ZZ22113LMW     202210197158-3169-40             SEALING PLUG             CCN000080000000080000FN00000000020221101000080000NNM   20220901163248    1C0C  00004000000000156000000204132A7    ZZZZY   004300260014
BI00B32A7    ZZ22114LMW     202210267158-3169-40             SEALING PLUG             CCN000040000000040000FN00000000020221101000040000NNM   20220901163248    1C0C  00004000000000156000000204132A7    ZZZZY   004300260014
BI00B32A7    ZZ22112LMW     202210127172-5402-30             SEAL RUBBER              CCN000104000000104000FN00000000020221101000104000NNM   20220901163248    1C0C  00000800000000457600000506032A7    ZZZZY   004300270014
BI00B32A7    ZZ22113LMW     202210197172-5402-30             SEAL RUBBER              CCN000048000000048000FN00000000020221101000048000NNM   20220901163248    1C0C  00000800000000457600000506032A7    ZZZZY   004300270014
BI00B32A7    ZZ22114LMW     202210267172-5402-30             SEAL RUBBER              CCN000104000000104000FN00000000020221101000104000NNM   20220901163248    1C0C  00000800000000457600000506032A7    ZZZZY   004300270014
BI00B32A7    ZZ22112LMW     202210127172-5403-30             SEALED PACKING           CCN000116000000116000FN00000000020221101000116000NNM   20220901163248    1C0C  00000400000000653600000701732A7    ZZZZY   004300270014
BI00B32A7    ZZ22113LMW     202210197172-5403-30             SEALED PACKING           CCN000084000000084000FN00000000020221101000084000NNM   20220901163248    1C0C  00000400000000653600000701732A7    ZZZZY   004300270014
BI00B32A7    ZZ22114LMW     202210267172-5403-30             SEALED PACKING           CCN000052000000052000FN00000000020221101000052000NNM   20220901163248    1C0C  00000400000000653600000701732A7    ZZZZY   004300270014
BI00B32A7    ZZ22111LMW     202210057196-0550-02             TERMINAL ALUMINIUM       CCN000032000000032000FN00000000020221101000032000NNM   20220901163248    4P0P  00003200000000515200000901632A7    ZZZZY   006400630017
BI00B32A7    ZZ22111LMW     202210057283-8630                CONNECTOR ASS'Y          CCN000012000000012000FN00000000020221101000012000NNM   20220901163248    4N0N  00000600000000540000000701332A7    ZZZZY   005400370024
BI00B32A7    ZZ22112LMW     202210127283-8630                CONNECTOR ASS'Y          CCN000012000000012000FN00000000020221101000012000NNM   20220901163248    4N0N  00000600000000540000000701332A7    ZZZZY   005400370024
BI00B32A7    ZZ22113LMW     202210197283-8630                CONNECTOR ASS'Y          CCN000006000000006000FN00000000020221101000006000NNM   20220901163248    4N0N  00000600000000540000000701332A7    ZZZZY   005400370024
BI00B32A7    ZZ22111LMW     202210057289-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221101000002400NNM   20220901163248    1N0N  00000240000000686400000901432A7    ZZZZY   005500360039
BI00B32A7    ZZ22112LMW     202210127289-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221101000002400NNM   20220901163248    1N0N  00000240000000686400000901432A7    ZZZZY   005500360039
BI00B32A7    ZZ22113LMW     202210197289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020221101000004800NNM   20220901163248    1N0N  00000240000000686400000901432A7    ZZZZY   005500360039
BI00B32A7    ZZ22114LMW     202210267289-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020221101000002400NNM   20220901163248    1N0N  00000240000000686400000901432A7    ZZZZY   005500360039
BI00B32A7    ZZ22111LMW     202210057289-4696-30             HOUSING FEMALE ASS'Y     CCN000024000000024000FN00000000020221101000024000NNM   20220901163248    4N0N  00000200000000913400001055432A7    ZZZZY   005400370024
BI00B32A7    ZZ22112LMW     202210127289-4696-30             HOUSING FEMALE ASS'Y     CCN000030000000030000FN00000000020221101000030000NNM   20220901163248    4N0N  00000200000000913400001055432A7    ZZZZY   005400370024
BI00B32A7    ZZ22113LMW     202210197289-4696-30             HOUSING FEMALE ASS'Y     CCN000030000000030000FN00000000020221101000030000NNM   20220901163248    4N0N  00000200000000913400001055432A7    ZZZZY   005400370024
BI00B32A7    ZZ22114LMW     202210267289-4696-30             HOUSING FEMALE ASS'Y     CCN000022000000022000FN00000000020221101000022000NNM   20220901163248    4N0N  00000200000000913400001055432A7    ZZZZY   005400370024
BI00B32A7    ZZ22111LMW     202210057327-6769-3W             BATTERY FUSE             CCN000011904000011904FN00000000020221101000011904NNM   20220901163248    4N0N  00000009600000933300001133332A7    ZZZZY   005500360039
BI00B32A7    ZZ22112LMW     202210127327-6769-3W             BATTERY FUSE             CCN000006816000006816FN00000000020221101000006816NNM   20220901163248    4N0N  00000009600000933300001133332A7    ZZZZY   005500360039
BI00B32A7    ZZ22113LMW     202210197327-6769-3W             BATTERY FUSE             CCN000007296000007296FN00000000020221101000007296NNM   20220901163248    4N0N  00000009600000933300001133332A7    ZZZZY   005500360039
BI00B32A7    ZZ22114LMW     202210267327-6769-3W             BATTERY FUSE             CCN000005856000005856FN00000000020221101000005856NNM   20220901163248    4N0N  00000009600000933300001133332A7    ZZZZY   005500360039
BI00B32A7    #ZZ22111LMW    202210057114-4022                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220901163233    2F0P  00001500000000708000001120632A7    ZZZZY   006400630015
BI00B32A7    #ZZ22113LMW    202210197114-4022                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220901163233    2F0P  00001500000000708000001120632A7    ZZZZY   006400630015
BI00B32A7    #ZZ22113LMW    202210197116-4021                TERMINAL                 CCN000013500000013500FN00000000020221101000013500NNM   20220901163233    2F0P  00001350000000534600000868832A7    ZZZZY   006400630015
BI00B32A7    #ZZ22111LMW    202210057123-6423-30             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163233    2F0F  00000200000001002000001167632A7    ZZZZY   005600390023
BI00B32A7    #ZZ22112LMW    202210127123-6423-30             CONNECTOR                CCN000008000000008000FN00000000020221101000008000NNM   20220901163233    2F0F  00000200000001002000001167632A7    ZZZZY   005600390023
BI00B32A7    #ZZ22113LMW    202210197123-6423-30             CONNECTOR                CCN000010000000010000FN00000000020221101000010000NNM   20220901163233    2F0F  00000200000001002000001167632A7    ZZZZY   005600390023
BI00B32A7    #ZZ22114LMW    202210267123-6423-30             CONNECTOR                CCN000004000000004000FN00000000020221101000004000NNM   20220901163233    2F0F  00000200000001002000001167632A7    ZZZZY   005600390023
BI00B32A7    #ZZ22111LMW    202210057157-3952-80             RUBBER STOPPER           CCN000010000000010000FN00000000020221101000010000NNM   20220901163233    2C0C  00001000000000117000000175032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22112LMW    202210127157-3952-80             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00001000000000117000000175032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22113LMW    202210197157-3952-80             RUBBER STOPPER           CCN000010000000010000FN00000000020221101000010000NNM   20220901163233    2C0C  00001000000000117000000175032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22114LMW    202210267157-3952-80             RUBBER STOPPER           CCN000010000000010000FN00000000020221101000010000NNM   20220901163233    2C0C  00001000000000117000000175032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22114LMW    202210267157-3992-90             CONNECTOR SEALED         CCN000040000000040000FN00000000020221101000040000NNM   20220901163233    2C0C  00004000000000300000000363332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22111LMW    202210057157-7812                SEAL RUBBER              CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22112LMW    202210127157-7812                SEAL RUBBER              CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22113LMW    202210197157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020221101000010000NNM   20220901163233    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22114LMW    202210267157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020221101000010000NNM   20220901163233    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22112LMW    202210127158-3003-90             RUBBER STOPPER           CCN000040000000040000FN00000000020221101000040000NNM   20220901163233    2C0C  00002000000000250000000306032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22113LMW    202210197158-3003-90             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00002000000000250000000306032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22114LMW    202210267158-3003-90             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00002000000000250000000306032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22111LMW    202210057158-3007-10             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2H0H  00002000000000308000000362732A7    ZZZZY   002700430014
BI00B32A7    #ZZ22112LMW    202210127158-3007-10             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2H0H  00002000000000308000000362732A7    ZZZZY   002700430014
BI00B32A7    #ZZ22113LMW    202210197158-3008-80             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00002000000000288000000343032A7    ZZZZY   004300270014
BI00B32A7    #ZZ22114LMW    202210267158-3008-80             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163233    2C0C  00002000000000288000000343032A7    ZZZZY   004300270014
BI00B32A7    #ZZ22111LMW    202210057158-3120-90             CONNECTOR WIRE SEAL      CCN000060000000060000FN00000000020221101000060000NNM   20220901163233    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22112LMW    202210127158-3120-90             CONNECTOR WIRE SEAL      CCN000100000000100000FN00000000020221101000100000NNM   20220901163233    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22113LMW    202210197158-3120-90             CONNECTOR WIRE SEAL      CCN000100000000100000FN00000000020221101000100000NNM   20220901163233    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22114LMW    202210267158-3120-90             CONNECTOR WIRE SEAL      CCN000060000000060000FN00000000020221101000060000NNM   20220901163233    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22111LMW    202210057158-3121-80             WIRE SEAL                CCN000180000000180000FN00000000020221101000180000NNM   20220901163233    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22112LMW    202210127158-3121-80             WIRE SEAL                CCN000180000000180000FN00000000020221101000180000NNM   20220901163233    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22113LMW    202210197158-3121-80             WIRE SEAL                CCN000180000000180000FN00000000020221101000180000NNM   20220901163233    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22114LMW    202210267158-3121-80             WIRE SEAL                CCN000160000000160000FN00000000020221101000160000NNM   20220901163233    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22111LMW    202210057158-3654-80             WIRE TUBE                CCN000040000000040000FN00000000020221101000040000NNM   20220901163233    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22112LMW    202210127158-3654-80             WIRE TUBE                CCN000120000000120000FN00000000020221101000120000NNM   20220901163233    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22113LMW    202210197158-3654-80             WIRE TUBE                CCN000120000000120000FN00000000020221101000120000NNM   20220901163233    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22114LMW    202210267158-3654-80             WIRE TUBE                CCN000080000000080000FN00000000020221101000080000NNM   20220901163233    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22112LMW    202210127172-5937-90             SEAL RUBBER              CCN000003000000003000FN00000000020221101000003000NNM   20220901163233    2H0H  00000100000000620000000666832A7    ZZZZY   004300270014
BI00B32A7    #ZZ22113LMW    202210197172-5937-90             SEAL RUBBER              CCN000003000000003000FN00000000020221101000003000NNM   20220901163233    2H0H  00000100000000620000000666832A7    ZZZZY   004300270014
BI00B32A7    #ZZ22111LMW    202210057182-9632-30             JOINT CONNECTOR          CCN000003000000003000FN00000000020221101000003000NNM   20220901163233    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    #ZZ22112LMW    202210127182-9632-30             JOINT CONNECTOR          CCN000009000000009000FN00000000020221101000009000NNM   20220901163233    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    #ZZ22113LMW    202210197182-9632-30             JOINT CONNECTOR          CCN000009000000009000FN00000000020221101000009000NNM   20220901163233    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    #ZZ22114LMW    202210267182-9632-30             JOINT CONNECTOR          CCN000009000000009000FN00000000020221101000009000NNM   20220901163233    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    @ZZ22114LMW    202210267123-2825                HOUSING                  CCN000006000000006000FN00000000020221101000006000NNM   20220901163236    3F0F  00000600000000958800001136432A7    ZZZZY   005500360039
BI00B32BF    TT22125BMW     202211157114-4624-02             TERMINAL                 CCN000024000000024000FN00000000020221201000024000NNM   20220901132433    4P0P  00002400000000895200001188832BF    TTTJYCD 006400630015
BI00B32BF    TT22124BMW     202211087114-4728-08             TERMINAL                 CCN000030000000030000FN00000000020221201000030000NNM   20220901132433    4P0P  00003000000000507000000801232BF    TTTJYCD 006400630015
BI00B32BF    TT22125BMW     202211157114-5748-02             TERMINAL                 CCN000012000000012000FN00000000020221201000012000NNM   20220901132433    4P0P  00001200000000444000000737632BF    TTTJYCD 006400630015
BI00B32BF    TT22125BMW     202211157114-6041                TERMINAL                 CCN000003600000003600FN00000000020221201000003600NNM   20220901132433    4P0P  00000360000000580700000824232BF    TTTJYCD 006400630015
BI00B32BF    TT22121BMW     202210187116-3153-08             TERMINAL                 CCN000027000000027000FN00000000020221201000027000NNM   20220901132433    4P0P  00002700000000461700000746932BF    TTTJYCD 006400630015
BI00B32BF    TT22123BMW     202211017126-8853-02             TERMINAL                 CCN000007500000007500FN00000000020221201000007500NNM   20220901132433    4P0P  00000750000000562500000847732BF    TTTJYCD 006400630015
BI00B32BF    TT22124BMW     202211087126-8853-02             TERMINAL                 CCN000007500000007500FN00000000020221201000007500NNM   20220901132433    4P0P  00000750000000562500000847732BF    TTTJYCD 006400630015
BI00B32BF    TT22124BMW     202211087196-0510-02             TERMINAL                 CCN000024000000024000FN00000000020221201000024000NNM   20220901132433    4P0P  00002400000000871200001034632BF    TTTJYCD 002800510028
BI00B32BF    TT22124BMW     202211087283-4855                CONNECTOR HOUSING        CCN000002400000002400FN00000000020221201000002400NNM   20220901132433    4N0N  00000240000001188400001400032BF    TTTJYCD 005500360039
BI00B32CA    PTA32090A      202209227114-5096-02             TERMINAL                 CCN000240000000120000FN00000000020220901000120000NNEQ0020220901160932    4P0P  00003000000000498000000792232CA    YPYPY   006400630015
BI00B32CA    PTA32090A      202209227116-4486-02             TERMINAL                 CCN000168000000084000FN00000000020220901000084000NNEQ0020220901161005    4P0P  00002800000000666400000995132CA    YPYPY   006400630017
BI00A32CA    PTA32090A      202209157289-3342                HOUSING FEMALE ASS'Y     CCN000024000000024000FN00000000020220901000024000NNEM0020220901121518    1N0N  00000240000000686400000901432CA    YPYPY   005500360039
BI00A32CA    PTA32090A      202209157289-3342-30             HOUSING FEMALE ASS'Y     CCN000040800000040800FN00000000020220901000040800NNEM0020220901121518    1N0N  00000240000000686400000901432CA    YPYPY   005500360039
BI00A32CA    PTA32090A      202209157289-3342-90             HOUSING FEMALE ASS'Y     CCN000012000000012000FN00000000020220901000012000NNEM0020220901121518    1N0N  00000240000000686400000901432CA    YPYPY   005500360039
BI00A32CA    PTA32091A      202209157289-3342                HOUSING FEMALE ASS'Y     CCN000062400000062400FN00000000020220901000062400NNEM0020220901121518    1N0N  00000240000000686400000901432CA    YPYPY   005500360039
BI00A32CA    PTA32091A      202209157289-3342-30             HOUSING FEMALE ASS'Y     CCN000110400000110400FN00000000020220901000110400NNEM0020220901121518    1N0N  00000240000000686400000901432CA    YPYPY   005500360039
BI00A32CA    PTA32091A      202209157289-3342-90             HOUSING FEMALE ASS'Y     CCN000009600000009600FN00000000020220901000009600NNEM0020220901121518    1N0N  00000240000000686400000901432CA    YPYPY   005500360039
BI00A32CA    PTA32090A      202209157114-5096-02             TERMINAL                 CCN000120000000120000FN00000000020220901000120000NNEM0020220901160937    4P0P  00003000000000498000000792232CA    YPYPY   006400630015
BI00A32CA    PTA32090A      202209157116-4486-02             TERMINAL                 CCN000084000000084000FN00000000020220901000084000NNEM0020220901161009    4P0P  00002800000000666400000995132CA    YPYPY   006400630017
BI00B32CC    CTA32125       202209157289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020230101000004800NNE   20220901121518    1N0N  00000240000000686400000901432CC    BIYABCBU005500360039
BI00B32CC    CTA32126       202209157283-4855                CONNECTOR HOUSING        CCN000009600000009600FN00000000020230101000009600NNE   20220901121518    4N0N  00000240000001188400001400032CC    BIYABCBU005500360039
BI00B32CC    CTA32126       202209157289-3342                HOUSING FEMALE ASS'Y     CCN000016800000016800FN00000000020230101000016800NNE   20220901121518    1N0N  00000240000000686400000901432CC    BIYABCBU005500360039
BI00B32CC    CTA32126       202209157289-3342-30             HOUSING FEMALE ASS'Y     CCN000043200000043200FN00000000020230101000043200NNE   20220901121518    1N0N  00000240000000686400000901432CC    BIYABCBU005500360039
BI00B32CC    #CTA32126      202209157283-8226-30             CONNECTOR                CCN000024000000024000FN00000000020230101000024000NNE   20220901121518    2N0N  00000200000000820000001008032CC    BIYABCBU005400370024
BI00B32CC    #CTA32126      202209157183-7725-40             HOUSING                  CCN000006000000006000FN00000000020230101000006000NNE   20220901121518    2F0F  00000600000000840000001040032CC    BIYABCBU005600390040
BI00B32CC    CTA32127       202209157158-3167-80             WIRE SEAL                CCN000020000000020000FN00000000020230101000020000NNE   20220901121518    1C0C  00002000000000048000000109032CC    BIYABCBU002700430014
BI00B32CH    SJ2210ADMW     202209227114-5096-02             TERMINAL                 CCN000030000000030000FN00000000020221001000030000NNE   20220901132146    4P0P  00003000000000498000000792232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227114-5096-08             TERMINAL                 CCN000030000000030000FN00000000020221001000030000NNE   20220901132146    4P0P  00003000000000498000000792232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227126-8890-02             FUSE TERMINAL            CCN000006000000006000FN00000000020221001000006000NNE   20220901132146    4P0P  00000600000000465000000750232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227126-8891-02             FUSE TERMINAL            CCN000006000000006000FN00000000020221001000006000NNE   20220901132146    4P0P  00000600000000481800000767032CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227195-1933-02             TERMINAL MALE            CCN000024000000024000FN00000000020221001000024000NNE   20220901132146    4P0P  00002400000000777600001071232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227195-1936-02             TERMINAL MALE            CCN000015000000015000FN00000000020221001000015000NNE   20220901132146    4P0P  00001500000000589500000883132CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-0396-02             TERMINAL                 CCN000015000000015000FN00000000020221001000015000NNE   20220901132146    4P0P  00001500000000949500001112932CH    SJSAMIJF002800510028
BI00B32CH    SJ2210ADMW     202209227196-0510-02             TERMINAL                 CCN000024000000024000FN00000000020221001000024000NNE   20220901132146    4P0P  00002400000000871200001034632CH    SJSAMIJF002800510028
BI00B32CH    SJ2210ADMW     202209227196-0511-02             TERMINAL                 CCN000024000000024000FN00000000020221001000024000NNE   20220901132146    4P0P  00002400000000916800001080232CH    SJSAMIJF002800510028
BI00B32CH    SJ2210ADMW     202209227196-1102-02             TERMINAL                 CCN000022500000022500FN00000000020221001000022500NNE   20220901132146    4P0P  00002250000000405000000690232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1103-02             TERMINAL                 CCN000022500000022500FN00000000020221001000022500NNE   20220901132146    4P0P  00002250000000429800000715032CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1104-02             TERMINAL                 CCN000022500000022500FN00000000020221001000022500NNE   20220901132146    4P0P  00002250000000441000000726232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1481-02             TERMINAL FEMALE          CCN000024000000024000FN00000000020221001000024000NNE   20220901132146    4P0P  00002400000000422400000707632CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1933-02             TERMINAL FEMALE          CCN000021000000021000FN00000000020221001000021000NNE   20220901132146    4P0P  00002100000000590100000875332CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1938-02             TERMINAL FEMALE          CCN000013500000013500FN00000000020221001000013500NNE   20220901132146    4P0P  00001350000000507600000795832CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1943-02             TERMINAL FEMALE          CCN000019500000024000FN00000000020221001000024000NNE   20220901132146    4P0P  00001200000000492000000777232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-1946-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020221001000009000NNE   20220901132146    4P0P  00000900000000405000000690232CH    SJSAMIJF006400630015
BI00B32CH    SJ2210ADMW     202209227196-2026-02             TERMINAL FEMALE          CCN000018000000018000FN00000000020221001000018000NNE   20220901132146    4P0P  00001800000000774000000937432CH    SJSAMIJF005100280028
BI00B32CH    SJ2210ADMW     202209227196-2030-02             TERMINAL FEMALE          CCN000015000000015000FN00000000020221001000015000NNE   20220901132146    4P0P  00001500000001002000001165432CH    SJSAMIJF005100280028
BI00B32CH    SJ2210ADMW     202209227288-6547                CONNECTOR MALE ASS'Y     CCN000000750000000750FN00000000020221001000000750NNE   20220901132146    4N0N  00000075000001205300001340332CH    SJSAMIJF005400370024
