BI00B1200    H322J50026     202209157298-4094-10             HOUSING FEMALE ASS'Y     CCN000006760000003380FN00000000020221001000003380NNEQ0020220901121518    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B32H8    TY22111 MW     202209167116-1473                TERMINAL                 CCN000135000000135000FN00000000020221101000135000NNM   20220901163407    4P0P  00001350000000523800000809032H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-1473                TERMINAL                 CCN000135000000135000FN00000000020221101000135000NNM   20220901163407    4P0P  00001350000000523800000809032H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-1473                TERMINAL                 CCN000148500000148500FN00000000020221101000148500NNM   20220901163407    4P0P  00001350000000523800000809032H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167116-1685                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00002400000000892800001067232H8    TYTYC   005100280028
BI00B32H8    TY22112 MW     202209237116-1685                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00002400000000892800001067232H8    TYTYC   005100280028
BI00B32H8    TY22113 MW     202209307116-1685                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00002400000000892800001067232H8    TYTYC   005100280028
BI00B32H8    TY22111 MW     202209167116-1685-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00002400000000897600001065232H8    TYTYC   005100280028
BI00B32H8    TY22112 MW     202209237116-1685-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00002400000000897600001065232H8    TYTYC   005100280028
BI00B32H8    TY22111 MW     202209167116-2640                TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    4P0P  00001800000001018800001196632H8    TYTYC   005100280028
BI00B32H8    TY22112 MW     202209237116-2640                TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    4P0P  00001800000001018800001196632H8    TYTYC   005100280028
BI00B32H8    TY22113 MW     202209307116-2640                TERMINAL                 CCN000018000000018000FN00000000020221101000018000NNM   20220901163407    4P0P  00001800000001018800001196632H8    TYTYC   005100280028
BI00B32H8    TY22112 MW     202209237116-2641                TERMINAL                 CCN000018000000018000FN00000000020221101000018000NNM   20220901163407    4P0P  00001800000001161000001344632H8    TYTYC   005100280028
BI00B32H8    TY22111 MW     202209167116-2870                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    1P0P  00001200000000783600001020232H8    TYTYC   005100280028
BI00B32H8    TY22112 MW     202209237116-2870                TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNM   20220901163407    1P0P  00001200000000783600001020232H8    TYTYC   005100280028
BI00B32H8    TY22113 MW     202209307116-2870                TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNM   20220901163407    1P0P  00001200000000783600001020232H8    TYTYC   005100280028
BI00B32H8    TY22111 MW     202209167116-2871                TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    1P0P  00001200000000842400001072632H8    TYTYC   005100280028
BI00B32H8    TY22112 MW     202209237116-2871                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    1P0P  00001200000000842400001072632H8    TYTYC   005100280028
BI00B32H8    TY22113 MW     202209307116-2871                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    1P0P  00001200000000842400001072632H8    TYTYC   005100280028
BI00B32H8    TY22111 MW     202209167116-4022                TERMINAL                 CCN000027000000027000FN00000000020221101000027000NNM   20220901163407    4P0P  00001350000000618300000903532H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-4022                TERMINAL                 CCN000027000000027000FN00000000020221101000027000NNM   20220901163407    4P0P  00001350000000618300000903532H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-4022                TERMINAL                 CCN000013500000013500FN00000000020221101000013500NNM   20220901163407    4P0P  00001350000000618300000903532H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167116-4025                TERMINAL                 CCN000128000000128000FN00000000020221101000128000NNM   20220901163407    4P0P  00001600000000644800000975132H8    TYTYC   006400630017
BI00B32H8    TY22112 MW     202209237116-4025                TERMINAL                 CCN000096000000096000FN00000000020221101000096000NNM   20220901163407    4P0P  00001600000000644800000975132H8    TYTYC   006400630017
BI00B32H8    TY22113 MW     202209307116-4025                TERMINAL                 CCN000080000000080000FN00000000020221101000080000NNM   20220901163407    4P0P  00001600000000644800000975132H8    TYTYC   006400630017
BI00B32H8    TY22111 MW     202209167116-4026                TERMINAL                 CCN000048000000048000FN00000000020221101000048000NNM   20220901163407    4P0P  00001600000000664000000994332H8    TYTYC   006400630017
BI00B32H8    TY22112 MW     202209237116-4026                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNM   20220901163407    4P0P  00001600000000664000000994332H8    TYTYC   006400630017
BI00B32H8    TY22113 MW     202209307116-4026                TERMINAL                 CCN000016000000016000FN00000000020221101000016000NNM   20220901163407    4P0P  00001600000000664000000994332H8    TYTYC   006400630017
BI00B32H8    TY22111 MW     202209167116-4031                TERMINAL                 CCN000022500000022500FN00000000020221101000022500NNM   20220901163407    4P0P  00000750000000619500000904732H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-4031                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220901163407    4P0P  00000750000000619500000904732H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-4031                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220901163407    4P0P  00000750000000619500000904732H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167116-4032                TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    4P0P  00000600000000532800000818032H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-4032                TERMINAL                 CCN000042000000042000FN00000000020221101000042000NNM   20220901163407    4P0P  00000600000000532800000818032H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-4032                TERMINAL                 CCN000042000000042000FN00000000020221101000042000NNM   20220901163407    4P0P  00000600000000532800000818032H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167116-4037                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00000600000000600000000894232H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-4037                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00000600000000600000000894232H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-4037                TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00000600000000600000000894232H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167116-4231-02             TERMINAL                 CCN000312000000312000FN00000000020221101000312000NNM   20220901163407    4P0P  00002600000000683800001012532H8    TYTYC   006400630017
BI00B32H8    TY22112 MW     202209237116-4231-02             TERMINAL                 CCN000312000000312000FN00000000020221101000312000NNM   20220901163407    4P0P  00002600000000683800001012532H8    TYTYC   006400630017
BI00B32H8    TY22113 MW     202209307116-4231-02             TERMINAL                 CCN000312000000312000FN00000000020221101000312000NNM   20220901163407    4P0P  00002600000000683800001012532H8    TYTYC   006400630017
BI00B32H8    TY22112 MW     202209237116-4415-02             TERMINAL                 CCN000038000000038000FN00000000020221101000038000NNM   20220901163407    4P0P  00003800000000596600000925732H8    TYTYC   006400630017
BI00B32H8    TY22113 MW     202209307116-4415-02             TERMINAL                 CCN000038000000038000FN00000000020221101000038000NNM   20220901163407    4P0P  00003800000000596600000925732H8    TYTYC   006400630017
BI00B32H8    TY22114 MW     202210077116-4415-02             TERMINAL                 CCN000038000000038000FN00000000020221101000038000NNM   20220901163407    4P0P  00003800000000596600000925732H8    TYTYC   006400630017
BI00B32H8    TY22111 MW     202209167116-4416-02             TERMINAL                 CCN000032000000032000FN00000000020221101000032000NNM   20220901163407    4P0P  00003200000000518400000847132H8    TYTYC   006400630017
BI00B32H8    TY22112 MW     202209237116-4416-02             TERMINAL                 CCN000064000000064000FN00000000020221101000064000NNM   20220901163407    4P0P  00003200000000518400000847132H8    TYTYC   006400630017
BI00B32H8    TY22113 MW     202209307116-4416-02             TERMINAL                 CCN000064000000064000FN00000000020221101000064000NNM   20220901163407    4P0P  00003200000000518400000847132H8    TYTYC   006400630017
BI00B32H8    TY22111 MW     202209167116-6041                TERMINAL                 CCN000013500000013500FN00000000020221101000013500NNM   20220901163407    4P0P  00000450000000716000001009632H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-6041                TERMINAL                 CCN000009000000009000FN00000000020221101000009000NNM   20220901163407    4P0P  00000450000000716000001009632H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-6041                TERMINAL                 CCN000009000000009000FN00000000020221101000009000NNM   20220901163407    4P0P  00000450000000716000001009632H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167116-6042                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220901163407    4P0P  00000300000000523800000856132H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237116-6042                TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNM   20220901163407    4P0P  00000300000000523800000856132H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307116-6042                TERMINAL                 CCN000012000000012000FN00000000020221101000012000NNM   20220901163407    4P0P  00000300000000523800000856132H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167123-7500                CONNECTOR                CCN000003200000003200FN00000000020221101000003200NNM   20220901163407    1F0F  00000080000000710000000896732H8    TYTYC   005500360039
BI00B32H8    TY22112 MW     202209237123-7500                CONNECTOR                CCN000003200000003200FN00000000020221101000003200NNM   20220901163407    1F0F  00000080000000710000000896732H8    TYTYC   005500360039
BI00B32H8    TY22113 MW     202209307123-7500                CONNECTOR                CCN000003200000003200FN00000000020221101000003200NNM   20220901163407    1F0F  00000080000000710000000896732H8    TYTYC   005500360039
BI00B32H8    TY22114 MW     202210077123-7500                CONNECTOR                CCN000003200000003200FN00000000020221101000003200NNM   20220901163407    1F0F  00000080000000710000000896732H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167126-8853-02             TERMINAL                 CCN000037500000037500FN00000000020221101000037500NNM   20220901163407    4P0P  00000750000000562500000847732H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237126-8853-02             TERMINAL                 CCN000045000000045000FN00000000020221101000045000NNM   20220901163407    4P0P  00000750000000562500000847732H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307126-8853-02             TERMINAL                 CCN000037500000037500FN00000000020221101000037500NNM   20220901163407    4P0P  00000750000000562500000847732H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167126-8854-02             TERMINAL                 CCN000037500000037500FN00000000020221101000037500NNM   20220901163407    4P0P  00000750000000604500000889732H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237126-8854-02             TERMINAL                 CCN000030000000030000FN00000000020221101000030000NNM   20220901163407    4P0P  00000750000000604500000889732H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307126-8854-02             TERMINAL                 CCN000037500000037500FN00000000020221101000037500NNM   20220901163407    4P0P  00000750000000604500000889732H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167126-8855-02             TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    4P0P  00000600000000510600000795832H8    TYTYC   006400630015
BI00B32H8    TY22112 MW     202209237126-8855-02             TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    4P0P  00000600000000510600000795832H8    TYTYC   006400630015
BI00B32H8    TY22113 MW     202209307126-8855-02             TERMINAL                 CCN000036000000036000FN00000000020221101000036000NNM   20220901163407    4P0P  00000600000000510600000795832H8    TYTYC   006400630015
BI00B32H8    TY22111 MW     202209167157-7915-80             REAR HOLDER              CCN000010000000010000FN00000000020221101000010000NNM   20220901163407    1F0F  00001000000001110000001364032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167158-3006-90             RUBBER STOPPER           CCN000160000000160000FN00000000020221101000160000NNM   20220901163407    1C0C  00002000000000330600000386032H8    TYTYC   002700430014
BI00B32H8    TY22112 MW     202209237158-3006-90             RUBBER STOPPER           CCN000200000000200000FN00000000020221101000200000NNM   20220901163407    1C0C  00002000000000330600000386032H8    TYTYC   002700430014
BI00B32H8    TY22113 MW     202209307158-3006-90             RUBBER STOPPER           CCN000200000000200000FN00000000020221101000200000NNM   20220901163407    1C0C  00002000000000330600000386032H8    TYTYC   002700430014
BI00B32H8    TY22111 MW     202209167158-3009-60             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163407    1C0C  00002000000000338000000386232H8    TYTYC   002700430014
BI00B32H8    TY22112 MW     202209237158-3009-60             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163407    1C0C  00002000000000338000000386232H8    TYTYC   002700430014
BI00B32H8    TY22113 MW     202209307158-3009-60             RUBBER STOPPER           CCN000020000000020000FN00000000020221101000020000NNM   20220901163407    1C0C  00002000000000338000000386232H8    TYTYC   002700430014
BI00B32H8    TY22114 MW     202210077158-3009-60             RUBBER STOPPER           CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00002000000000338000000386232H8    TYTYC   002700430014
BI00B32H8    TY22112 MW     202209237158-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00004000000000276000000333332H8    TYTYC   002700430014
BI00B32H8    TY22112 MW     202209237158-3165-90             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00004000000000124000000172432H8    TYTYC   004300270014
BI00B32H8    TY22113 MW     202209307158-3165-90             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00004000000000124000000172432H8    TYTYC   004300270014
BI00B32H8    TY22111 MW     202209167158-3167-80             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00002000000000048000000109032H8    TYTYC   002700430014
BI00B32H8    TY22112 MW     202209237158-3167-80             WIRE SEAL                CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00002000000000048000000109032H8    TYTYC   002700430014
BI00B32H8    TY22111 MW     202209167158-3169-40             SEALING PLUG             CCN000040000000040000FN00000000020221101000040000NNM   20220901163407    1C0C  00004000000000156000000204132H8    TYTYC   004300260014
BI00B32H8    TY22112 MW     202209237196-0510-02             TERMINAL                 CCN000024000000024000FN00000000020221101000024000NNM   20220901163407    4P0P  00002400000000871200001034632H8    TYTYC   002800510028
BI00B32H8    TY22111 MW     202209167222-6244-40             CONNECTOR                CCN000000800000000800FN00000000020221101000000800NNM   20220901163407    4N0N  00000080000001239200001422032H8    TYTYC   005600390040
BI00B32H8    TY22111 MW     202209167222-7564-30             CONNECTOR                CCN000001000000001000FN00000000020221101000001000NNM   20220901163407    1N0N  00000050000000966500001125032H8    TYTYC   005500360039
BI00B32H8    TY22112 MW     202209237222-7564-30             CONNECTOR                CCN000001000000001000FN00000000020221101000001000NNM   20220901163407    1N0N  00000050000000966500001125032H8    TYTYC   005500360039
BI00B32H8    TY22113 MW     202209307222-7564-30             CONNECTOR                CCN000001000000001000FN00000000020221101000001000NNM   20220901163407    1N0N  00000050000000966500001125032H8    TYTYC   005500360039
BI00B32H8    TY22114 MW     202210077222-7564-30             CONNECTOR                CCN000001000000001000FN00000000020221101000001000NNM   20220901163407    1N0N  00000050000000966500001125032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167222-7564-40             CONNECTOR                CCN000000500000000500FN00000000020221101000000500NNM   20220901163407    1N0N  00000050000000967000001097032H8    TYTYC   005500360039
BI00B32H8    TY22112 MW     202209237222-7564-40             CONNECTOR                CCN000000500000000500FN00000000020221101000000500NNM   20220901163407    1N0N  00000050000000967000001097032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167222-7923-30             CONNECTOR                CCN000000600000000600FN00000000020221101000000600NNM   20220901163407    4N0N  00000060000000937000001067032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167222-7923-40             CONNECTOR                CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000060000000937000001123032H8    TYTYC   005500360039
BI00B32H8    TY22112 MW     202209237222-7923-40             CONNECTOR                CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000060000000937000001123032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167283-1140                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    4N0N  00000150000000669000000932732H8    TYTYC   005600390040
BI00B32H8    TY22112 MW     202209237283-1140                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    4N0N  00000150000000669000000932732H8    TYTYC   005600390040
BI00B32H8    TY22113 MW     202209307283-1140                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    4N0N  00000150000000669000000932732H8    TYTYC   005600390040
BI00B32H8    TY22114 MW     202210077283-1140                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    4N0N  00000150000000669000000932732H8    TYTYC   005600390040
BI00B32H8    TY22111 MW     202209167283-1222                CONNECTOR                CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000852000001011032H8    TYTYC   005500360039
BI00B32H8    TY22112 MW     202209237283-1222                CONNECTOR                CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000852000001011032H8    TYTYC   005500360039
BI00B32H8    TY22113 MW     202209307283-1222                CONNECTOR                CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000852000001011032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167283-1222-30             CONNECTOR HOUSING        CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000855000001013032H8    TYTYC   005500360039
BI00B32H8    TY22112 MW     202209237283-1222-30             CONNECTOR HOUSING        CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000855000001013032H8    TYTYC   005500360039
BI00B32H8    TY22113 MW     202209307283-1222-30             CONNECTOR HOUSING        CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000855000001013032H8    TYTYC   005500360039
BI00B32H8    TY22114 MW     202210077283-1222-30             CONNECTOR HOUSING        CCN000001200000001200FN00000000020221101000001200NNM   20220901163407    4N0N  00000120000000855000001013032H8    TYTYC   005500360039
BI00B32H8    TY22111 MW     202209167283-5845                CONNECTOR HOUSING        CCN000006000000006000FN00000000020221101000006000NNM   20220901163407    1N0N  00000600000000444000000606332H8    TYTYC   005400370024
BI00B32H8    TY22111 MW     202209167283-6036                CONNECTOR HOUSING        CCN000003200000003200FN00000000020221101000003200NNM   20220901163407    1N0N  00000160000000678200000945332H8    TYTYC   005600390040
BI00B32H8    TY22112 MW     202209237283-6036                CONNECTOR HOUSING        CCN000001600000001600FN00000000020221101000001600NNM   20220901163407    1N0N  00000160000000678200000945332H8    TYTYC   005600390040
BI00B32H8    TY22113 MW     202209307283-6036                CONNECTOR HOUSING        CCN000001600000001600FN00000000020221101000001600NNM   20220901163407    1N0N  00000160000000678200000945332H8    TYTYC   005600390040
BI00B32H8    TY22114 MW     202210077283-6036                CONNECTOR HOUSING        CCN000001600000001600FN00000000020221101000001600NNM   20220901163407    1N0N  00000160000000678200000945332H8    TYTYC   005600390040
BI00B32H8    TY22111 MW     202209167283-6038                CONNECTOR                CCN000004000000004000FN00000000020221101000004000NNM   20220901163407    1N0N  00000400000001005000001158032H8    TYTYC   005400370024
BI00B32H8    TY22112 MW     202209237283-6038                CONNECTOR                CCN000004000000004000FN00000000020221101000004000NNM   20220901163407    1N0N  00000400000001005000001158032H8    TYTYC   005400370024
BI00B32H8    TY22111 MW     202209167283-6120                CONNECTOR HOUSING        CCN000003000000003000FN00000000020221101000003000NNM   20220901163407    1N0N  00000150000000914000001143032H8    TYTYC   005600390040
BI00B32H8    TY22112 MW     202209237283-6120                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    1N0N  00000150000000914000001143032H8    TYTYC   005600390040
BI00B32H8    TY22113 MW     202209307283-6120                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    1N0N  00000150000000914000001143032H8    TYTYC   005600390040
BI00B32H8    TY22114 MW     202210077283-6120                CONNECTOR HOUSING        CCN000001500000001500FN00000000020221101000001500NNM   20220901163407    1N0N  00000150000000914000001143032H8    TYTYC   005600390040
BI00B32H8    TY22111 MW     202209167283-7029-40             CONNECTOR                CCN000006000000006000FN00000000020221101000006000NNM   20220901163407    1N0N  00000600000001026000001200032H8    TYTYC   005600390023
BI00B32H8    TY22111 MW     202209167283-7062-40             CONNECTOR HOUSING        CCN000002400000002400FN00000000020221101000002400NNM   20220901163407    1N0N  00000060000000500400000645432H8    TYTYC   005400370024
BI00B32H8    TY22112 MW     202209237283-7062-40             CONNECTOR HOUSING        CCN000002400000002400FN00000000020221101000002400NNM   20220901163407    1N0N  00000060000000500400000645432H8    TYTYC   005400370024
BI00B32H8    TY22113 MW     202209307283-7062-40             CONNECTOR HOUSING        CCN000001800000001800FN00000000020221101000001800NNM   20220901163407    1N0N  00000060000000500400000645432H8    TYTYC   005400370024
BI00B32H8    TY22114 MW     202210077283-7062-40             CONNECTOR HOUSING        CCN000001800000001800FN00000000020221101000001800NNM   20220901163407    1N0N  00000060000000500400000645432H8    TYTYC   005400370024
BI00B32H8    #TY22111 MW    202209167114-4022                TERMINAL                 CCN000015000000015000FN00000000020221101000015000NNM   20220901163358    2F0P  00001500000000708000001120632H8    TYTYC   006400630015
BI00B32H8    #TY22112 MW    202209237119-3130                HOUSING                  CCN000003000000003000FN00000000020221101000003000NNM   20220901163358    2F0F  00000300000001758000001868032H8    TYTYC   005500360039
BI00B32H8    #TY22113 MW    202209307123-1424-30             CONNECTOR HOUSING        CCN000004200000004200FN00000000020221101000004200NNM   20220901163358    2F0F  00000420000000984100001129132H8    TYTYC   005400370024
BI00B32H8    #TY22111 MW    202209167123-7484-30             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000200000001393800001537032H8    TYTYC   005500360039
BI00B32H8    #TY22112 MW    202209237123-7484-30             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000200000001393800001537032H8    TYTYC   005500360039
BI00B32H8    #TY22111 MW    202209167123-7484-40             CONNECTOR                CCN000004000000004000FN00000000020221101000004000NNM   20220901163358    2F0F  00000200000001393800001541032H8    TYTYC   005500360039
BI00B32H8    #TY22112 MW    202209237123-7484-40             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000200000001393800001541032H8    TYTYC   005500360039
BI00B32H8    #TY22113 MW    202209307123-7484-40             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000200000001393800001541032H8    TYTYC   005500360039
BI00B32H8    #TY22111 MW    202209167123-7564-30             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000100000001310000001455632H8    TYTYC   005600390040
BI00B32H8    #TY22112 MW    202209237123-7564-30             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000100000001310000001455632H8    TYTYC   005600390040
BI00B32H8    #TY22113 MW    202209307123-7564-30             CONNECTOR                CCN000001000000001000FN00000000020221101000001000NNM   20220901163358    2F0F  00000100000001310000001455632H8    TYTYC   005600390040
BI00B32H8    #TY22111 MW    202209167123-7564-40             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000100000001301000001479032H8    TYTYC   005600390040
BI00B32H8    #TY22112 MW    202209237123-7564-40             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000100000001301000001479032H8    TYTYC   005600390040
BI00B32H8    #TY22113 MW    202209307123-7564-40             CONNECTOR                CCN000002000000002000FN00000000020221101000002000NNM   20220901163358    2F0F  00000100000001301000001479032H8    TYTYC   005600390040
BI00B32H8    #TY22114 MW    202210077123-7564-40             CONNECTOR                CCN000001000000001000FN00000000020221101000001000NNM   20220901163358    2F0F  00000100000001301000001479032H8    TYTYC   005600390040
BI00B32H8    #TY22111 MW    202209167123-7923-30             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNM   20220901163358    2F0F  00000150000001491000001657032H8    TYTYC   005600390040
BI00B32H8    #TY22112 MW    202209237123-7923-30             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNM   20220901163358    2F0F  00000150000001491000001657032H8    TYTYC   005600390040
BI00B32H8    #TY22111 MW    202209167123-7923-40             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNM   20220901163358    2F0F  00000150000001492500001665932H8    TYTYC   005600390040
BI00B32H8    #TY22112 MW    202209237123-7923-40             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNM   20220901163358    2F0F  00000150000001492500001665932H8    TYTYC   005600390040
BI00B32H8    #TY22113 MW    202209307123-7923-40             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNM   20220901163358    2F0F  00000150000001492500001665932H8    TYTYC   005600390040
BI00B32H8    #TY22114 MW    202210077123-7923-40             CONNECTOR                CCN000001500000001500FN00000000020221101000001500NNM   20220901163358    2F0F  00000150000001492500001665932H8    TYTYC   005600390040
BI00B32H8    #TY22111 MW    202209167154-3456                REAR HOLDER              CCN000007000000007000FN00000000020221101000007000NNM   20220901163358    2F0F  00000700000000581700000752032H8    TYTYC   005500360039
BI00B32H8    #TY22112 MW    202209237154-3456                REAR HOLDER              CCN000007000000007000FN00000000020221101000007000NNM   20220901163358    2F0F  00000700000000581700000752032H8    TYTYC   005500360039
BI00B32H8    #TY22113 MW    202209307154-3456                REAR HOLDER              CCN000007000000007000FN00000000020221101000007000NNM   20220901163358    2F0F  00000700000000581700000752032H8    TYTYC   005500360039
BI00B32H8    #TY22114 MW    202210077154-3456                REAR HOLDER              CCN000007000000007000FN00000000020221101000007000NNM   20220901163358    2F0F  00000700000000581700000752032H8    TYTYC   005500360039
BI00B32H8    #TY22112 MW    202209237157-3790-90             WIRE SEAL                CCN000020000000020000FN00000000020221101000020000NNM   20220901163358    2C0C  00002000000000176000000232732H8    TYTYC   002700430014
BI00B32H8    #TY22111 MW    202209167157-7811-80             SEAL RUBBER              CCN000010000000010000FN00000000020221101000010000NNM   20220901163358    2C0C  00001000000000105000000182732H8    TYTYC   002700430014
BI00B32H8    #TY22112 MW    202209237157-7811-80             SEAL RUBBER              CCN000010000000010000FN00000000020221101000010000NNM   20220901163358    2C0C  00001000000000105000000182732H8    TYTYC   002700430014
BI00B32H8    #TY22113 MW    202209307157-7811-80             SEAL RUBBER              CCN000020000000020000FN00000000020221101000020000NNM   20220901163358    2C0C  00001000000000105000000182732H8    TYTYC   002700430014
BI00B32H8    #TY22111 MW    202209167157-7812                SEAL RUBBER              CCN000190000000190000FN00000000020221101000190000NNM   20220901163358    2C0C  00001000000000137000000202032H8    TYTYC   002700430014
BI00B32H8    #TY22112 MW    202209237157-7812                SEAL RUBBER              CCN000200000000200000FN00000000020221101000200000NNM   20220901163358    2C0C  00001000000000137000000202032H8    TYTYC   002700430014
BI00B32H8    #TY22113 MW    202209307157-7812                SEAL RUBBER              CCN000300000000300000FN00000000020221101000300000NNM   20220901163358    2C0C  00001000000000137000000202032H8    TYTYC   002700430014
